#{"t_start": 1759395476.0053387, "env_id": "LunarLander-v3"}
r,l,t
280.221508,464,490.389381
267.285466,404,491.484674
273.235877,605,493.128611
40.103047,130,493.477326
131.857806,1000,496.191435
219.485584,347,497.12103
201.609253,1000,499.857386
-39.740264,179,500.33209
154.029775,1000,503.030658
15.715987,106,503.306785
8.851406,100,503.579761
269.766197,496,504.930547
258.534499,510,506.318671
262.220563,546,507.793892
253.229784,341,508.786087
285.225425,272,509.519137
33.009024,128,509.871705
263.833549,326,510.764017
265.676641,166,511.223199
236.630144,388,512.244937
297.449639,671,514.04135
43.334118,117,514.37432
255.589978,562,515.898846
251.985326,317,516.749024
238.083641,404,517.844568
48.751764,136,518.217687
31.211422,131,518.599238
42.463487,124,518.934897
267.871456,620,520.646625
46.984574,122,520.985192
-20.393215,114,521.271603
229.298755,486,522.560611
115.774613,1000,525.331357
233.079737,279,526.064602
-51.715029,114,526.36467
275.553184,295,527.179535
255.396503,270,527.899435
252.466551,241,528.5507
34.160186,125,528.89762
243.316051,233,529.549888
271.261803,539,531.035492
266.995432,278,531.808824
263.544776,265,532.492713
263.607185,533,534.153709
234.21863,325,535.004961
279.37831,356,535.989534
38.732267,170,536.426236
305.170459,721,538.368518
151.18203,1000,541.066067
258.091713,576,542.624884
48.952767,125,542.94392
-17.190981,148,543.342997
259.157669,226,543.954106
4.827394,118,544.279612
267.850172,274,545.013255
279.685581,162,545.443209
27.563189,161,545.883888
246.620866,422,547.023322
37.574152,137,547.399217
287.328682,422,548.519978
236.201474,345,549.439256
269.759214,519,550.845792
283.615581,180,551.332088
259.467224,208,551.890035
39.537959,157,552.318774
75.900765,115,552.604448
25.080214,136,552.970314
257.497497,188,553.489929
29.804417,133,553.839848
257.96205,562,555.338446
256.657364,273,556.064878
120.649367,1000,558.761421
147.839771,1000,561.500258
51.701256,113,561.802731
42.595035,111,562.082593
46.773695,118,562.413489
286.898583,290,563.197205
285.700697,206,563.75246
254.561737,309,564.570274
277.817165,392,565.623634
33.751988,127,565.971639
45.88595,200,566.498983
2.367222,151,566.908245
266.391903,213,567.460625
34.853816,160,567.892594
6.778999,83,568.112969
38.355141,92,568.364191
31.824002,125,568.704702
26.308133,120,569.013114
33.53293,91,569.275458
253.716141,347,570.211687
35.071019,139,570.581714
-23.875831,213,571.124341
255.812892,200,571.654695
8.296943,88,571.890541
250.051187,235,572.559004
151.6572,1000,575.247552
272.087754,355,576.1906
32.369353,153,576.588418
24.714958,143,576.971406
261.817115,311,577.7928
-0.87658,130,578.130765
2.380554,90,578.380894
37.176172,134,578.741699
279.352407,476,580.059895
-58.484028,297,580.832787
264.832844,499,582.149951
297.570321,494,583.471991
281.836419,343,584.403418
269.518371,183,584.886361
41.338093,157,585.298244
24.73372,109,585.598002
224.635384,856,587.873126
267.313169,165,588.335337
20.322376,119,588.645258
38.9478,120,588.962479
243.016043,211,589.53077
250.642842,253,590.224802
61.14461,128,590.573175
30.987082,107,590.845877
302.061642,225,591.451184
221.70462,478,592.726253
257.856732,219,593.35116
248.157368,449,594.520918
247.536411,205,595.071134
67.08486,149,595.501306
10.908229,144,595.900999
267.669507,386,596.904815
288.722066,278,597.715124
278.610178,744,599.746751
124.973885,1000,602.401794
294.167483,238,603.031209
292.632656,273,603.741399
16.840688,108,604.03642
42.320238,149,604.435288
278.799015,199,604.971222
288.683721,592,606.571581
41.762107,147,606.953677
286.84784,278,607.703699
296.864361,222,608.316442
274.532123,191,608.826769
-2.157235,122,609.155624
287.743957,624,610.825532
290.405859,231,611.445831
8.892774,155,611.867872
-0.485495,107,612.147448
245.931271,249,612.81987
39.558389,110,613.108216
294.517963,282,613.86376
53.823634,87,614.094795
32.904116,121,614.411487
45.761635,142,614.786159
4.307703,109,615.077758
230.217556,266,615.780264
282.273692,156,616.218366
-9.398461,78,616.437743
267.949477,488,617.737958
23.824141,211,618.29651
286.354584,678,620.123749
35.174339,150,620.523508
38.508389,164,620.954239
34.216295,94,621.20774
263.228886,814,623.410582
28.7066,66,623.593421
253.654302,298,624.414636
4.981756,71,624.627145
34.489851,157,625.044423
230.368616,373,625.989854
5.772873,106,626.263365
8.541013,102,626.533115
260.823829,651,628.226546
294.086641,864,630.892595
165.768674,604,633.157768
46.59501,152,633.58524
-60.899136,100,633.864341
229.262223,251,634.568721
262.158385,187,635.065798
12.186293,96,635.329923
252.158887,293,636.122143
248.789812,375,637.15042
243.189507,238,637.780864
26.743896,166,638.234706
61.832328,79,638.445974
9.86077,236,639.082554
260.903975,709,640.985368
262.166528,178,641.46259
-14.967728,221,642.067269
261.262184,308,642.912738
236.31384,372,643.938977
179.335192,1000,646.6528
272.119845,684,648.523045
244.09511,274,649.254209
265.214514,302,650.059089
42.59473,152,650.463194
-50.332202,99,650.715601
309.317312,281,651.495971
283.354423,282,652.253674
23.158773,143,652.641175
180.34212,328,653.538298
35.609773,130,653.885264
260.015472,646,655.624833
243.897157,390,656.674142
263.783751,547,658.144399
103.847092,1000,660.870258
-2.73255,319,661.731621
48.627001,72,661.963912
-73.279691,94,662.215266
228.22389,870,664.591493
10.23984,111,664.891184
261.429561,759,666.971264
257.863321,963,669.562274
217.931048,700,671.473228
51.178457,154,671.891567
31.878186,117,672.211853
174.61157,1000,674.92589
259.049004,316,675.774048
12.917336,100,676.038184
293.314014,620,677.715558
52.979281,122,678.036149
163.308049,1000,680.745746
252.702552,563,682.26577
-16.82469,114,682.591324
-3.52164,100,682.85591
251.672383,560,684.412309
20.587715,124,684.759569
34.195281,102,685.027582
70.079132,102,685.301553
257.544308,608,686.933776
-19.993469,115,687.233902
238.558244,258,687.930102
-72.41825,148,688.328905
17.031853,115,688.637529
259.405263,789,690.789627
200.934134,981,693.469902
0.049077,102,693.755908
208.100069,262,694.44505
264.502196,295,695.241516
237.720466,769,697.298162
155.041213,1000,700.078173
239.658558,211,700.629486
243.117429,196,701.176192
277.884628,398,702.235352
165.574609,1000,704.947052
257.737407,158,705.376298
277.927904,247,706.032546
267.15505,241,706.681228
298.477453,478,707.959707
-295.932899,111,708.260346
158.21242,1000,711.037864
295.048676,574,712.578348
164.662349,1000,715.26981
257.943875,559,716.762931
319.582225,343,717.681606
275.944134,229,718.287245
-1.655833,99,718.550459
39.992961,131,718.907478
163.885562,1000,721.625194
279.559243,388,722.666251
261.14367,597,724.255517
256.398733,429,725.404279
129.772593,1000,728.11487
60.983036,152,728.523674
139.552699,1000,731.255734
299.604713,238,731.913158
228.526483,262,732.673802
239.182012,604,734.315739
289.693808,283,735.132192
259.844199,545,736.620008
269.890554,277,737.357221
241.816331,321,738.208065
-25.17001,109,738.501605
278.01178,323,739.381876
291.872615,264,740.078259
302.107073,349,741.024995
312.774298,296,741.826039
252.663409,713,743.833506
29.639431,99,744.099322
281.734063,336,745.007261
-66.930527,82,745.232061
283.058429,291,746.018683
260.426472,241,746.667695
36.49544,136,747.032488
254.547737,216,747.6062
251.426278,376,748.623017
48.91462,172,749.080144
305.566397,666,750.892834
240.825056,733,752.888258
254.950376,859,755.209747
269.642271,426,756.3651
264.57811,212,756.945673
39.142262,88,757.179027
42.31912,101,757.450807
271.710258,982,760.140903
300.511469,223,760.752203
279.898057,348,761.688458
266.829628,368,762.696292
113.204702,1000,765.420918
259.200455,279,766.1738
279.645195,566,767.682612
254.054669,222,768.284732
304.583415,277,769.014218
-7.51458,76,769.225745
315.34326,248,769.917702
17.050852,111,770.224859
255.693157,350,771.194125
-82.527672,65,771.382575
167.926492,1000,775.671746
314.504085,291,776.729057
269.398618,251,777.558093
13.405652,127,777.935971
14.735593,95,778.248875
261.092724,264,779.086723
-94.910334,84,779.355841
299.71845,629,781.373957
42.69658,85,781.626216
268.537311,400,782.939692
288.145561,410,784.289091
32.047014,117,784.800089
-28.727403,109,785.166135
267.931225,571,787.148397
259.649336,820,789.902546
151.912505,1000,792.800275
19.107006,106,793.092519
37.671097,118,793.446125
252.952951,845,795.952391
231.597194,932,798.670635
263.044812,242,799.436654
279.409864,323,800.45448
0.459461,99,800.752371
173.650222,1000,803.615361
277.019387,430,804.888676
181.761945,1000,807.836828
265.951525,419,809.024645
262.367727,169,809.513089
280.124332,425,810.706949
241.312652,528,812.210928
35.132383,92,812.484684
35.228716,123,812.832501
17.631052,132,813.226708
282.313549,327,814.159511
304.63223,244,814.85588
-13.892045,92,815.116597
233.934679,498,816.563053
270.404575,647,818.483148
23.144025,87,818.716731
11.538318,113,819.049606
288.173911,275,819.82906
9.502182,122,820.166965
166.143057,1000,823.040003
159.614027,1000,825.937296
16.130407,119,826.27571
254.467681,920,828.997048
40.542485,96,829.387186
-20.731806,122,829.81525
265.809445,742,833.08014
158.930729,1000,836.299389
21.139002,112,836.69278
158.189453,1000,840.096638
277.114525,630,841.947398
276.484708,327,842.926206
270.04485,373,844.004086
15.78514,113,844.335775
235.531361,421,845.566772
266.679217,370,846.652322
155.370247,1000,849.572382
305.563682,432,850.831546
260.371463,531,852.372595
257.75013,227,853.031975
259.026819,254,853.764853
230.574562,234,854.549695
200.937534,1000,857.503688
141.611818,1000,860.465169
258.189377,525,861.995968
279.296104,176,862.505833
249.894937,297,863.373743
281.108134,469,864.797942
244.126677,699,866.995063
283.945415,589,868.688227
287.753958,378,869.791218
7.118681,96,870.066415
290.225559,349,871.090415
267.394614,861,873.572874
242.58132,559,875.158169
254.974019,323,876.081208
293.254747,245,876.785566
27.208907,118,877.128425
159.959454,1000,879.980598
257.087963,875,882.434786
264.696716,326,883.362461
302.88065,208,883.9638
265.975647,285,884.782653
39.735131,122,885.131526
258.197588,347,886.090605
290.371886,491,887.520581
264.707357,441,888.770974
308.068267,205,889.358536
252.832093,546,890.89401
298.173037,432,892.203075
298.800558,180,892.723091
281.4124,358,893.816059
281.637008,420,895.056525
278.930151,477,896.448935
251.486833,251,897.177473
250.963636,154,897.620588
271.272415,361,898.659061
150.460283,1000,901.513056
150.855841,1000,904.329283
268.983551,299,905.191614
255.074209,452,906.483406
300.798168,307,907.362592
304.774718,245,908.053347
244.397456,329,909.003017
39.808711,94,909.269506
258.434875,607,910.990842
251.605679,299,911.80474
272.670075,325,912.736497
307.056448,301,913.609588
290.042498,224,914.261344
262.759345,299,915.128274
256.986887,217,915.741911
313.210281,962,918.489391
299.559467,462,919.77082
283.314846,464,921.084913
282.080466,609,922.83942
257.689036,623,924.659555
268.938292,705,926.679641
229.11883,535,928.21615
8.930139,101,928.483292
247.910635,386,929.619713
230.888386,377,930.74632
236.993529,288,931.565943
256.856446,460,932.8699
287.548857,185,933.422519
280.030766,356,934.456472
295.752563,371,935.496417
274.672229,433,936.712396
250.684822,443,937.982009
254.810754,166,938.439936
34.704178,141,938.85242
113.020206,833,941.20629
287.346497,325,942.149982
278.68625,198,942.700155
130.912771,1000,946.006844
266.895979,766,948.184211
242.425826,330,949.141921
244.077186,256,949.849286
280.669784,249,950.622319
276.782668,543,952.208298
6.621331,1000,955.160635
272.110989,265,955.916335
160.824993,1000,958.984699
306.589146,330,959.979621
276.163882,256,960.720567
260.805469,496,962.152153
248.630643,202,962.733343
292.826012,281,963.531351
241.770638,324,964.440533
297.83793,222,965.072174
238.422556,183,965.58436
264.376251,281,966.382377
273.772447,318,967.330957
279.261118,663,969.18857
295.699046,270,969.931249
235.561131,635,971.750754
258.17564,213,972.332752
255.363697,271,973.091207
45.506571,124,973.440757
266.782916,284,974.234725
266.165799,478,975.545287
278.899485,219,976.105258
3.073811,181,976.604169
257.890949,249,977.273694
268.202933,183,977.773283
259.057419,476,979.087565
265.426914,240,979.725142
309.535227,241,980.422146
252.360903,461,981.705371
276.030113,227,982.343243
257.73911,484,983.658214
61.337191,146,984.055254
287.982173,290,984.845442
285.220091,328,985.753441
270.050445,301,986.582354
298.210986,257,987.271482
276.477681,236,987.907552
245.452069,385,988.923963
13.77242,100,989.193618
216.830469,501,990.537383
270.680273,352,991.513163
272.543429,302,992.336818
281.350972,356,993.295664
285.041692,597,994.922412
275.803948,485,996.225765
287.361616,747,998.297391
298.435769,272,999.035364
294.20643,258,999.738592
290.673013,340,1000.654561
261.904919,195,1001.178385
288.638667,253,1001.863731
263.101338,232,1002.48346
286.634082,207,1003.043086
302.679659,297,1003.863894
289.215523,230,1004.49617
272.473858,175,1004.953973
271.17201,208,1005.549435
314.319882,211,1006.123181
22.0129,98,1006.402095
262.177225,266,1007.175045
245.019008,289,1007.954118
278.724913,240,1008.604513
279.580313,379,1009.658036
279.286379,213,1010.24039
308.848599,294,1011.047142
265.262351,290,1011.875123
280.483312,349,1012.836133
158.404639,1000,1015.68208
296.850504,620,1017.352714
272.978567,243,1017.992208
292.335829,355,1018.953791
270.670727,930,1021.59233
294.684138,364,1022.618415
274.766959,284,1023.412422
271.286537,210,1023.962422
295.820957,190,1024.49014
264.999959,226,1025.093611
272.191801,202,1025.632587
254.491003,314,1026.498976
310.86468,155,1026.931955
56.904973,110,1027.235734
262.533865,476,1028.534669
290.917136,628,1030.231593
39.896213,110,1030.538584
277.478956,283,1031.375607
250.961343,430,1032.553206
251.16234,238,1033.187755
306.686799,281,1033.960508
289.167596,287,1034.752605
318.84394,238,1035.379296
43.563941,138,1035.771633
258.484929,167,1036.228225
230.429081,307,1037.09005
307.118205,294,1037.931331
259.888376,484,1039.271165
287.582184,183,1039.761841
294.782339,394,1040.868317
281.749195,248,1041.574216
250.601968,382,1042.646209
307.825967,332,1043.564559
301.463892,172,1044.050638
277.447668,301,1044.927227
301.72049,263,1045.659687
297.381608,270,1046.421329
288.202929,163,1046.8865
284.472596,278,1047.649422
272.390426,229,1048.27453
282.241872,215,1048.866029
255.92531,207,1049.438227
280.823934,165,1049.910836
266.845036,149,1050.317093
272.358021,242,1050.990165
263.822536,273,1051.761291
305.828173,427,1052.953284
63.204201,135,1053.321181
297.626128,239,1054.018605
277.039616,276,1054.795414
308.906668,165,1055.254555
252.792585,266,1056.003807
305.238721,235,1056.653052
262.777984,216,1057.245498
40.189922,96,1057.504901
263.999624,212,1058.085185
247.833256,379,1059.130011
281.454803,461,1060.396012
289.296355,257,1061.095293
295.508965,305,1061.945274
269.155449,412,1063.09475
264.753468,404,1064.205236
293.369845,195,1064.726394
288.860895,160,1065.163717
283.01458,206,1065.739457
290.728296,712,1067.679362
68.679075,145,1068.144329
56.79369,92,1068.433465
64.387615,121,1068.733157
268.151581,169,1069.172578
273.387693,452,1070.483476
273.945525,222,1071.098851
44.372631,131,1071.458598
275.301892,270,1072.184802
283.312529,614,1073.993783
270.14836,439,1075.512509
-94.855333,107,1075.875613
256.362257,204,1076.545887
263.155503,256,1077.338301
286.229025,310,1078.423467
13.164395,91,1078.742093
256.101799,213,1079.443543
255.938252,246,1080.087975
287.032386,184,1080.571484
293.378182,451,1081.757193
292.928455,257,1082.503898
-126.249489,126,1082.851404
272.617543,586,1084.550456
290.974165,610,1086.20588
267.180663,254,1086.884002
61.638062,142,1087.269282
46.969142,134,1087.616801
52.438838,151,1088.013947
263.913655,294,1088.787318
62.229971,158,1089.214601
71.623665,146,1089.595538
285.740273,396,1090.686081
284.608767,195,1091.2158
271.100891,395,1092.329268
253.83387,168,1092.781528
282.906904,309,1093.6141
62.44138,113,1093.915079
313.995096,427,1095.070964
45.631585,91,1095.306723
280.735184,533,1096.739431
275.319075,313,1097.564088
24.174981,98,1097.835323
17.961,90,1098.071744
281.760817,206,1098.674214
288.144417,255,1099.384254
56.914741,176,1099.864425
39.676694,117,1100.164283
41.294848,117,1100.473366
64.146161,106,1100.769415
292.930693,242,1101.429286
311.953195,264,1102.147335
259.505397,168,1102.584131
291.368326,730,1104.545599
292.689702,299,1105.334171
301.937432,358,1106.331673
285.835524,222,1106.940315
65.365483,131,1107.307124
309.224437,409,1108.410406
307.871319,385,1109.450508
52.672228,95,1109.696331
272.050256,467,1110.934283
25.073027,110,1111.234512
20.483981,116,1111.549557
40.676262,98,1111.809642
245.385567,185,1112.297535
34.245212,104,1112.569703
240.475708,296,1113.368191
285.86419,367,1114.396456
250.449552,349,1115.328696
261.40786,157,1115.767179
250.631277,450,1116.984671
273.568706,173,1117.448578
271.07903,311,1118.292292
279.530038,226,1118.901187
48.006242,142,1119.277291
254.693252,239,1119.924489
8.651938,90,1120.15548
288.204556,225,1120.819678
300.807087,425,1121.982115
33.511085,142,1122.365011
287.067737,209,1122.924849
288.025835,765,1124.954942
305.152047,621,1126.596813
54.161712,91,1126.849648
34.573105,125,1127.178799
291.76309,440,1128.457062
261.830162,223,1129.069888
261.527366,293,1129.86507
297.72382,479,1131.145002
263.434971,321,1131.990491
269.355783,379,1133.035165
37.867039,140,1133.415076
49.382846,111,1133.720156
271.582664,216,1134.381968
44.309622,81,1134.656273
248.909911,240,1135.459398
29.480321,118,1135.835207
-3.707563,145,1136.315007
11.195834,176,1136.926393
39.065937,96,1137.25786
301.173467,710,1139.228174
17.082482,143,1139.619893
262.439122,426,1140.72506
289.183062,279,1141.465174
255.990434,314,1142.345304
285.292281,289,1143.097566
273.665984,200,1143.639277
51.882414,117,1143.945468
276.515869,440,1145.119696
261.212891,417,1146.215386
292.18287,237,1146.951594
259.861414,317,1147.807271
264.939496,225,1148.408206
297.004483,181,1148.888186
37.219892,112,1149.181183
283.810688,403,1150.281566
17.995051,113,1150.57551
287.424082,303,1151.408233
255.130308,218,1152.019047
287.401574,245,1152.682721
23.831481,112,1152.986925
305.514767,273,1153.71567
314.480502,300,1154.535421
294.443848,201,1155.069364
313.728124,205,1155.624184
258.82283,351,1156.551123
291.923868,327,1157.452008
264.706345,273,1158.166138
272.355289,236,1158.855885
272.626706,222,1159.458287
265.409485,567,1161.003118
268.395865,241,1161.661807
272.207637,383,1162.699804
284.688771,291,1163.478776
275.447218,379,1164.504281
278.860734,159,1164.941629
14.618215,96,1165.205983
255.693565,183,1165.733765
260.5308,246,1166.401779
269.665941,180,1166.873158
47.232226,115,1167.196175
289.385493,268,1167.934543
304.623205,378,1168.969052
25.635856,130,1169.321995
29.146365,130,1169.678621
259.133859,374,1170.710927
264.797286,318,1171.563507
27.379036,75,1171.771291
-37.275468,117,1172.080384
-1.098668,448,1173.316286
307.547542,252,1174.011255
39.831068,79,1174.247016
60.625188,134,1174.649811
30.311285,96,1174.900309
12.766039,72,1175.101545
-26.286653,83,1175.330706
291.909701,296,1176.143997
51.750452,80,1176.364161
5.007388,72,1176.564851
294.419198,393,1177.667763
25.361517,109,1177.971596
239.944612,331,1178.887684
281.218243,483,1180.211882
33.207305,215,1180.806534
-90.388832,165,1181.236511
39.337775,114,1181.554771
38.191047,69,1181.744725
259.195621,224,1182.3615
18.088914,100,1182.627372
284.487852,240,1183.281516
281.914157,732,1185.296562
43.751871,113,1185.606439
172.697233,1000,1188.355403
280.244829,363,1189.366932
285.749204,181,1189.862019
254.576717,452,1191.09899
304.267342,203,1191.660032
29.299886,72,1191.860899
260.324914,242,1192.527194
21.575966,121,1192.866638
-2.466327,96,1193.147163
254.489914,359,1194.128278
245.408126,224,1194.73841
250.602352,337,1195.660556
-230.643736,978,1198.292549
30.044847,111,1198.580924
299.887491,500,1200.009862
295.314403,541,1201.48155
13.472793,122,1201.815625
-217.145733,972,1204.619499
309.590341,305,1205.501885
26.849913,122,1205.857075
2.322318,92,1206.118017
-11.719768,106,1206.412906
-26.212446,99,1206.686869
48.01272,123,1207.029688
270.85649,459,1208.281241
40.909603,93,1208.547245
264.294734,543,1210.047075
26.519005,118,1210.35934
10.183285,86,1210.580864
258.319752,896,1212.999225
278.754661,186,1213.507274
298.97673,196,1214.019035
58.710594,87,1214.253723
-8.791101,118,1214.5629
25.56039,102,1214.849751
7.475038,73,1215.037208
250.030068,208,1215.600753
288.733173,506,1216.959459
283.896393,414,1218.089477
299.957274,337,1218.982064
21.379763,95,1219.236462
321.862316,474,1220.524917
53.776013,129,1220.879805
296.468005,289,1221.66256
43.644582,75,1221.867434
16.68892,83,1222.094582
272.035076,317,1222.948606
37.697666,110,1223.237376
45.306498,78,1223.457113
287.344811,227,1224.047283
268.504334,253,1224.737662
41.357355,119,1225.050929
28.989547,125,1225.397797
38.514507,75,1225.650072
38.304232,110,1225.986725
313.393674,431,1227.172413
289.072871,322,1228.069893
52.334817,106,1228.359132
286.319158,316,1229.220038
277.970699,175,1229.692322
306.769395,244,1230.359035
263.504028,294,1231.189434
305.114642,438,1232.401486
-8.698556,91,1232.646312
286.960903,374,1233.702481
269.332277,717,1235.637825
285.708433,197,1236.137533
274.123289,232,1236.780534
304.709817,174,1237.250987
-19.271479,91,1237.490467
288.591199,222,1238.090136
288.138486,272,1238.817766
-18.41088,81,1239.038023
265.41654,198,1239.570997
56.432372,100,1239.840899
264.580042,448,1241.097795
268.048543,576,1242.707752
302.707858,213,1243.277852
24.856598,90,1243.501305
56.000207,101,1243.771926
26.879233,75,1243.968009
44.974099,186,1244.48209
312.980692,323,1245.366752
283.189743,282,1246.138137
44.209816,165,1246.572219
288.259658,270,1247.318252
286.219217,351,1248.260466
253.600659,195,1248.799702
264.972864,364,1249.877907
286.045412,431,1251.041733
59.513969,83,1251.252652
297.914653,239,1251.879998
270.032928,202,1252.408269
53.892081,77,1252.610931
311.284175,264,1253.394883
305.338932,289,1254.279873
35.346719,114,1254.568143
45.285448,75,1254.768426
-10.321475,95,1255.061214
264.523874,591,1256.861221
286.093648,236,1257.688438
302.592915,400,1258.85811
302.799135,249,1259.608408
269.397189,310,1260.470621
258.472093,292,1261.305695
290.573943,182,1261.858378
310.828342,208,1262.428385
34.162387,119,1262.785801
317.888781,265,1263.604463
264.474429,238,1264.26822
287.912508,438,1265.509587
21.822205,126,1265.87515
54.668236,105,1266.180714
273.636492,252,1266.952373
278.064908,266,1267.746216
31.319501,118,1268.084609
249.682514,474,1269.482376
272.569036,248,1270.202371
64.561242,80,1270.422284
286.950743,261,1271.170969
39.439516,78,1271.378891
17.897385,103,1271.658498
274.660383,196,1272.210669
38.377921,77,1272.423822
276.304716,208,1272.990863
305.297341,220,1273.570713
58.485186,144,1273.953325
301.721546,196,1274.605738
250.272145,320,1275.542603
314.565996,385,1276.571168
302.60159,784,1278.742969
275.48528,235,1279.442859
313.733435,231,1280.08894
280.16561,254,1280.871004
273.268197,170,1281.346618
257.569364,286,1282.139056
307.255087,180,1282.6366
291.381832,231,1283.285828
288.497038,282,1284.136127
291.144454,208,1284.7997
262.588591,170,1285.3801
288.512408,233,1286.12685
288.292453,165,1286.646494
282.743714,190,1287.206955
295.941799,211,1287.853741
259.550089,204,1288.457343
250.16458,474,1289.801921
289.771388,175,1290.277437
281.354976,203,1290.930583
294.152637,240,1291.662623
307.907941,223,1292.350227
280.628498,199,1292.946168
52.454346,118,1293.287515
6.291497,97,1293.564668
299.783155,159,1294.078282
310.572415,250,1294.883428
283.315162,330,1296.02721
300.110667,228,1296.933989
305.487279,644,1298.920351
76.995904,145,1299.331506
49.073287,113,1299.626593
27.528967,101,1299.909223
8.042443,117,1300.283611
294.318638,278,1301.152382
289.02122,329,1302.175316
277.541777,225,1302.859972
-58.569807,104,1303.143424
278.761474,400,1304.290765
286.555087,284,1305.123709
317.753502,219,1305.710498
281.964679,442,1307.162476
267.445584,267,1308.071197
82.951504,87,1308.387105
306.574312,264,1309.165969
283.787611,210,1309.764331
12.034285,95,1310.013633
295.388938,187,1310.614932
305.184253,279,1311.418637
279.26497,179,1311.954768
277.508126,191,1312.462937
303.762152,247,1313.132776
269.101542,265,1313.892858
302.165561,227,1314.555462
274.324246,191,1315.187775
70.776555,92,1315.462029
280.947896,332,1316.51165
254.388589,493,1317.910832
278.720946,288,1318.836761
265.617628,339,1319.914103
276.518513,275,1320.730074
305.853133,319,1321.634011
270.663978,439,1323.056846
295.523319,228,1323.759925
249.852888,301,1324.687982
253.659224,271,1325.523907
256.771945,287,1326.377352
299.869151,417,1327.592433
289.958331,335,1328.642675
273.369087,278,1329.419017
53.523725,128,1329.793163
267.878059,291,1330.698373
312.724951,348,1331.803638
259.184795,242,1332.648587
42.999701,93,1332.925446
301.15818,288,1333.755908
255.608054,231,1334.417229
34.938432,88,1334.665528
9.874304,96,1334.928852
311.239047,283,1335.784662
-0.635817,131,1336.149251
287.292545,417,1337.298135
260.946628,272,1338.027933
260.181542,385,1339.109331
46.402745,112,1339.415058
318.177068,277,1340.220646
17.249718,117,1340.57844
258.217351,258,1341.312184
265.648093,256,1342.015387
294.109284,153,1342.428868
300.612995,184,1342.923245
275.640212,247,1343.596634
65.718134,77,1343.799753
289.664583,270,1344.539207
302.949879,294,1345.348907
320.776745,217,1345.932777
273.298105,196,1346.469633
14.393487,104,1346.75329
306.355722,326,1347.683634
275.372337,282,1348.448676
284.831061,267,1349.158785
273.05873,173,1349.614025
266.735759,352,1350.571192
242.104354,290,1351.359434
260.248567,218,1351.94055
262.330753,203,1352.491399
291.994463,146,1352.879599
43.572254,130,1353.232109
54.504854,123,1353.556234
304.568998,311,1354.421534
306.462469,371,1355.423738
258.40687,327,1356.301497
278.918565,236,1356.94715
76.856934,100,1357.207243
283.360253,204,1357.740956
292.076478,249,1358.390907
59.434266,92,1358.631102
295.240136,248,1359.294825
