#{"t_start": 1759412282.3366299, "env_id": "LunarLander-v3"}
r,l,t
-564.695178,86,132.839895
-575.070654,109,132.912999
-859.309481,150,132.988567
-862.757405,115,133.051724
-383.676086,107,133.357333
-541.819083,75,133.401643
-751.546374,113,133.463583
-477.014965,80,133.520696
-1791.225004,248,133.889666
-1272.846472,169,133.986866
-937.750109,133,134.053803
-621.927684,86,134.101059
-1122.449524,138,134.390672
-999.164906,176,134.503512
-3515.573242,376,134.924798
-870.758864,138,134.993758
-759.83607,110,135.060343
-1561.888351,210,135.4253
-994.889762,151,135.51009
-651.590453,92,135.562125
-578.706257,95,135.612132
-662.876761,91,135.65747
-1112.560035,177,136.027762
-651.871208,100,136.080968
-478.359832,102,136.138034
-507.022383,82,136.179111
-673.562434,129,136.511627
-615.332881,87,136.560463
-820.817217,113,136.62612
-1085.400761,150,136.696319
-600.447384,82,136.745688
-585.623136,83,137.038453
-579.979564,76,137.083743
-848.054975,118,137.155058
-883.575523,117,137.210413
-700.35965,128,137.506284
-598.504704,106,137.568284
-510.154784,87,137.621434
-812.325429,123,137.695345
-702.159718,103,137.7468
-1868.407036,225,138.099781
-1989.734613,238,138.232023
-719.155961,114,138.296424
-902.238514,129,138.616579
-548.093431,109,138.67539
-6361.651035,501,139.167527
-741.129566,91,139.22356
-1292.215092,164,139.309568
-562.949941,94,139.601431
-1793.813349,205,139.716241
-556.843999,108,139.776284
-553.373575,83,139.816659
-635.729481,86,140.158134
-1132.315367,147,140.266968
-648.22808,102,140.32867
-1280.979956,194,140.426713
-506.202947,89,140.70559
-562.800794,72,140.744934
-593.411275,104,140.805066
-748.942228,103,140.867153
-594.749901,73,140.902129
-955.456326,180,141.26852
-898.502889,129,141.344959
-615.83086,82,141.386391
-737.343384,153,141.466929
-714.504289,104,141.764826
-399.703106,72,141.803013
-890.791009,135,141.886402
-537.253133,94,141.939972
-688.466682,86,141.985154
-2682.255688,321,142.391773
-800.770381,100,142.453289
-556.99683,79,142.487477
-552.880594,78,142.528203
-427.004307,84,142.802734
-606.499846,85,142.852292
-601.296066,85,142.897583
-823.206218,120,142.965451
-726.4536,119,143.018971
-391.638409,80,143.3038
-458.607183,75,143.345103
-609.659047,88,143.38907
-452.705742,99,143.447323
-522.112641,95,143.498656
-734.353426,103,143.551833
-530.430504,77,143.830136
-1080.99747,156,143.908155
-1026.119005,147,143.998961
-891.7037,148,144.070628
-1181.504298,163,144.427076
-659.751814,137,144.509733
-1784.0678,228,144.627853
-566.692675,109,144.957315
-513.944758,124,145.030118
-529.119404,78,145.070619
-2999.654141,289,145.459468
-559.470958,86,145.507278
-615.076075,116,145.574435
-521.249311,82,145.623306
-580.65255,77,145.657174
-662.192933,82,145.931712
-1902.863527,231,146.059367
-3666.78456,338,146.490279
-487.265071,87,146.53436
-1228.982104,167,146.628332
-544.612657,78,146.671933
-572.782146,99,146.710075
-579.459713,138,147.026106
-695.429552,98,147.08409
-880.433221,143,147.160158
-1194.732307,158,147.477176
-728.1463,105,147.53425
-956.12579,156,147.62376
-515.963975,70,147.662394
-642.106252,76,147.691693
-483.812935,79,147.733079
-464.926454,83,148.032084
-2040.813721,248,148.177728
-593.875901,82,148.219068
-443.765214,77,148.242897
-952.548614,176,148.581642
-1015.577464,164,148.677268
-578.684128,89,148.712998
-1143.363526,152,149.040425
-623.766018,105,149.10339
-999.170557,144,149.180326
-458.600803,97,149.234126
-604.705586,96,149.280264
-643.780929,126,149.58321
-1107.239558,146,149.648748
-515.764845,94,149.720085
-666.576877,96,149.763991
-1137.802694,142,150.075735
-968.609599,146,150.155849
-695.205759,134,150.233865
-916.611307,157,150.29926
-562.289026,93,150.601622
-1702.01863,198,150.720102
-1724.403319,195,150.818604
-396.374803,75,151.089111
-742.09384,96,151.136943
-421.662238,97,151.193975
-752.17699,94,151.246088
-484.182507,76,151.287726
-1088.401743,151,151.597868
-2481.494599,258,151.737221
-564.4624,82,151.769945
-618.368761,85,151.817584
-622.141512,92,152.101483
-567.096492,108,152.163141
-2773.486299,288,152.319403
-444.969451,81,152.59629
-640.419302,88,152.645606
-848.173801,164,152.737786
-828.849792,113,152.800896
-827.152622,119,152.851941
-457.433668,77,153.138488
-969.836564,126,153.220276
-831.87186,142,153.297695
-937.169937,144,153.372362
-597.648619,100,153.665781
-619.639072,79,153.711489
-725.87755,131,153.772632
-596.328096,104,153.843405
-779.198058,108,153.895058
-938.802516,150,154.214632
-687.187299,114,154.283212
-462.373853,74,154.322822
-1018.098815,147,154.406043
-556.199784,127,154.700562
-1224.097381,187,154.805189
-765.94081,104,154.870758
-811.256359,128,154.934923
-1103.641042,186,155.273638
-2358.320752,247,155.414942
-1375.341191,202,155.74004
-1168.520553,142,155.839123
-1155.56296,184,155.939052
-1873.26117,211,156.279442
-663.04607,127,156.348069
-1158.466889,175,156.440086
-626.419202,99,156.725979
-744.820292,139,156.8023
-3109.7204,309,156.958333
-644.076138,96,157.248456
-543.443389,78,157.292386
-800.87111,117,157.361948
-2824.265871,325,157.759084
-688.596403,98,157.811716
-1117.323064,180,157.909217
-513.066181,86,157.959346
-713.450459,86,157.996735
-421.538517,97,158.27707
-638.43169,85,158.326334
-880.874815,121,158.3934
-752.000096,130,158.45961
-406.987843,79,158.493503
-516.007523,99,158.78145
-662.513251,96,158.828473
-639.170035,95,158.887532
-998.477362,142,158.9645
-689.753202,96,159.010127
-1217.74754,186,159.345144
-502.017881,102,159.402557
-1455.620144,181,159.480403
-846.256169,122,159.787553
-718.358176,93,159.844908
-1655.739539,223,159.964574
-741.021197,121,160.258726
-575.281252,81,160.307234
-573.849417,82,160.351608
-1064.699622,148,160.4318
-809.170278,156,160.508123
-1140.026744,145,160.831803
-424.526271,81,160.874838
-580.426175,85,160.921591
-405.768343,79,160.966039
-865.109289,128,161.014043
-806.083207,105,161.311318
-663.717986,91,161.349055
-1172.128501,167,161.451895
-1067.937175,183,161.532527
-1044.613505,142,161.852877
-898.24208,122,161.91749
-1022.019546,173,162.013687
-572.786423,81,162.291189
-814.718297,133,162.362939
-1233.550576,172,162.459556
-1281.907853,162,162.543527
-878.944074,134,162.851973
-603.438583,111,162.916234
-624.787659,101,162.979406
-470.35688,85,163.018139
-1012.562825,136,163.319369
-1199.75726,160,163.417677
-532.67936,78,163.455802
-533.69484,100,163.504684
-679.995725,97,163.551805
-455.943378,82,163.837397
-655.420769,95,163.887231
-626.014563,111,163.952403
-680.415991,112,164.003363
-709.650653,99,164.053176
-622.322648,72,164.101851
-399.23179,85,164.386359
-626.98479,92,164.439737
-615.623841,76,164.47114
-610.095972,128,164.55075
-699.561946,93,164.590981
-719.704425,99,164.871516
-798.188372,126,164.946949
-852.445446,121,165.005435
-437.100343,82,165.05398
-375.431851,94,165.107337
-495.050106,76,165.399891
-1076.122614,183,165.504607
-907.353163,131,165.571531
-863.826224,162,165.921029
-830.738084,132,166.000943
-609.463505,77,166.040501
-494.723796,105,166.102305
-574.463682,88,166.147066
-514.096709,90,166.190651
-589.392466,101,166.49085
-1147.016226,163,166.579598
-614.963381,82,166.625582
-1071.194388,135,166.693031
-688.022897,99,166.975028
-680.142767,82,167.024476
-708.392902,105,167.08405
-1834.580097,219,167.192151
-690.925658,119,167.496095
-627.892076,128,167.555108
-709.382214,88,167.618362
-730.63955,113,167.676901
-529.492608,103,167.726184
-580.961757,89,168.011503
-556.850477,73,168.052394
-703.715153,123,168.111387
-554.116307,93,168.170571
-550.183412,83,168.210324
-663.114021,93,168.50213
-2535.162908,284,168.66332
-829.304985,112,168.723587
-893.971664,114,169.004121
-607.536425,80,169.048203
-609.179599,117,169.114351
-636.70315,88,169.164872
-1870.846241,219,169.505186
-1058.438624,154,169.586422
-596.251035,86,169.63171
-843.302435,118,169.696281
-553.154941,81,169.742096
-501.261573,95,170.044493
-759.033016,119,170.115174
-688.502199,104,170.176522
-532.359475,113,170.228899
-1329.563084,210,170.588039
-471.199808,75,170.632224
-1630.096052,196,170.74626
-553.858695,95,170.793608
-760.101079,115,171.084035
-645.050281,105,171.141342
-659.929055,105,171.201923
-597.034482,93,171.255507
-718.371122,144,171.326726
-628.597796,77,171.582386
-794.263759,117,171.660172
-769.707538,107,171.716026
-704.039359,100,171.773699
-616.366227,126,171.83011
-464.059511,76,172.117769
-593.441663,92,172.165161
-1014.0432,145,172.256692
-652.627663,90,172.298481
-529.29727,86,172.33451
-1251.841547,176,172.667626
-865.158264,124,172.733776
-452.622032,91,172.791199
-449.349332,80,172.831777
-627.434991,89,173.113429
-612.684711,80,173.154963
-558.529912,83,173.199931
-1092.904694,137,173.269347
-584.81636,124,173.332234
-469.610758,101,173.633769
-600.733742,80,173.677385
-1316.733223,183,173.783589
-1698.686843,240,174.142006
-442.326626,81,174.184637
-586.798634,102,174.24531
-881.660588,165,174.33532
-661.528879,89,174.386023
-514.273917,75,174.673003
-552.003689,84,174.716661
-665.459079,113,174.781148
-1370.932474,189,174.871096
-1111.584938,148,175.203291
-501.054155,85,175.252824
-1265.942939,201,175.366381
-758.907969,142,175.438863
-580.114373,86,175.732516
-558.356614,93,175.779654
-446.621375,86,175.828644
-637.954014,97,175.888152
-1371.704907,206,176.225619
-559.862212,81,176.271957
-547.261566,75,176.310503
-615.321408,81,176.354223
-779.826548,114,176.421109
-1250.209986,197,176.74014
-1644.133742,211,176.858534
-684.765392,92,176.903975
-706.931655,105,176.958591
-504.196547,85,177.251881
-741.147581,113,177.317078
-1749.577825,214,177.432135
-3663.698629,327,177.857498
-1356.740331,177,177.964117
-503.76602,131,178.027754
-1128.176428,128,178.335076
-1335.640469,168,178.428588
-575.470465,78,178.471096
-703.310733,139,178.53959
-823.584083,98,178.831934
-535.446673,88,178.883458
-593.638368,74,178.925456
-869.150517,158,179.012934
-811.457071,114,179.069281
-655.123686,85,179.358543
-772.768979,103,179.417352
-692.976119,85,179.46633
-749.433865,111,179.526443
-832.282725,127,179.587306
-461.837181,83,179.876513
-482.148573,77,179.917509
-1072.353933,129,179.990289
-784.462388,141,180.067455
-510.536566,83,180.108634
-578.900193,120,180.411981
-663.090574,89,180.459277
-523.329983,102,180.51502
-637.331436,80,180.557032
-494.638767,76,180.594699
-512.895719,91,180.879993
-600.697404,95,180.930993
-796.445524,98,180.988506
-686.421677,92,181.040347
-1214.157215,168,181.126449
-509.85458,76,181.391393
-545.249263,95,181.443395
-519.931753,99,181.497907
-538.897663,100,181.553905
-1016.03167,133,181.619078
-984.474397,141,181.932492
-493.562879,75,181.976057
-527.946043,93,182.024057
-580.977183,99,182.090592
-487.182671,88,182.133593
-628.161583,120,182.47558
-473.83468,74,182.515904
-1019.377539,151,182.598249
-395.956623,87,182.645248
-630.257527,99,182.694279
-903.009372,113,182.985327
-767.105931,136,183.06163
-1303.88207,183,183.162284
-621.103232,75,183.199342
-462.2113,81,183.474106
-630.428325,102,183.52929
-487.753425,95,183.587093
-967.288088,161,183.677154
-584.488728,99,183.724854
-887.008811,125,184.027842
-548.879097,85,184.074353
-1064.568616,129,184.14604
-910.726383,121,184.206383
-451.748019,74,184.483175
-620.822117,98,184.5392
-606.501326,78,184.579826
-635.816453,85,184.624825
-628.871149,106,184.682341
-1151.5637,192,185.027924
-951.430927,130,185.097996
-608.890779,91,185.150751
-913.324504,130,185.218424
-498.409124,87,185.261554
-583.389193,99,185.54646
-1353.590912,187,185.654983
-451.079619,102,185.713088
-604.135272,124,185.774758
-420.748691,73,186.053472
-526.338702,89,186.103493
-486.543919,79,186.144631
-810.64836,130,186.216215
-362.197272,85,186.259173
-624.128622,83,186.529284
-582.868075,99,186.584324
-703.944366,118,186.6475
-628.712329,114,186.709083
-736.196626,97,186.753169
-1546.073853,217,187.122993
-595.551664,93,187.171926
-586.430215,76,187.214058
-484.152611,94,187.257617
-943.31091,169,187.57486
-520.856479,80,187.622653
-615.435174,97,187.672983
-621.325532,81,187.723099
-695.498496,102,187.77335
-511.30046,99,188.075723
-1976.138243,243,188.208893
-767.389621,98,188.2651
-543.004706,78,188.30244
-461.199237,77,188.569175
-5027.751042,419,188.78923
-664.650202,112,189.090603
-1250.298702,163,189.176576
-860.50842,130,189.253828
-464.571156,81,189.296891
-877.998127,133,189.597957
-668.632991,89,189.641366
-568.662169,102,189.709085
-443.35129,84,189.740737
-512.657016,86,189.795399
-1237.451865,162,190.110087
-657.956552,116,190.183118
-943.58524,182,190.287124
-548.540571,91,190.324888
-731.755702,104,190.608581
-403.278846,81,190.651524
-998.169264,159,190.745423
-738.72013,86,190.794786
-664.628816,92,190.836458
-663.821932,88,191.09365
-565.553196,74,191.150803
-579.681986,88,191.206271
-426.194619,84,191.252044
-681.114439,125,191.311926
-779.324325,104,191.371005
-1172.269579,152,191.679236
-516.792835,74,191.714876
-508.897017,80,191.76852
-662.690157,131,191.837336
-775.24057,105,191.894403
-627.357111,83,192.163857
-647.664968,78,192.194443
-590.430423,117,192.27164
-682.069447,109,192.332084
-1137.831816,140,192.632138
-1088.210484,136,192.695287
-613.855356,99,192.763603
-583.22843,104,192.824688
-1932.358817,248,193.189416
-508.086573,87,193.243089
-436.306501,73,193.286381
-428.641359,79,193.330858
-575.69499,100,193.379532
-723.269883,100,193.671128
-816.746918,122,193.733755
-819.470892,142,193.82141
-524.478932,105,193.880736
-1114.572653,150,194.197674
-578.746448,74,194.24157
-748.588379,109,194.300545
-577.953753,89,194.347686
-2092.769839,244,194.698724
-703.836295,109,194.762216
-513.496002,84,194.80099
-640.198443,86,194.858336
-733.428371,101,194.90251
-459.1989,88,194.948965
-1720.910526,221,195.304804
-454.832621,79,195.339368
-511.894184,85,195.393047
-540.967276,94,195.435175
-935.872483,149,195.744712
-582.31458,81,195.790209
-609.523735,88,195.841585
-406.587244,79,195.889663
-545.091514,78,195.928464
-826.560177,114,196.223127
-834.842296,132,196.286486
-647.676352,75,196.339916
-844.61086,124,196.409148
-543.466683,97,196.457875
-521.650348,86,196.731997
-673.344787,110,196.786605
-1156.635683,204,196.89855
-1158.262152,162,196.975675
-475.232478,82,197.270182
-487.315711,79,197.316152
-696.957955,95,197.369706
-841.638615,132,197.441439
-1099.067466,151,197.756166
-498.763253,90,197.808798
-554.107946,77,197.854703
-556.411323,105,197.903906
-662.98706,90,197.95847
-464.156539,103,198.017329
-480.717342,78,198.280291
-570.86321,86,198.335917
-1026.33928,146,198.405932
-693.382073,93,198.467489
-1077.577788,144,198.77915
-492.159579,72,198.821533
-571.323959,78,198.865505
-943.853101,139,198.940541
-642.930971,90,199.000023
-526.743852,92,199.039758
-681.20376,101,199.341305
-620.965753,122,199.407964
-528.464724,111,199.467214
-626.535928,113,199.523701
-652.180915,97,199.573436
-1738.828158,226,199.920967
-583.683445,89,199.975732
-528.585633,74,200.01371
-791.048653,113,200.06887
-448.349997,89,200.349546
-565.091374,83,200.39452
-605.608256,98,200.453913
-665.962132,92,200.495481
-448.842948,104,200.557154
-471.235969,77,200.827092
-693.672843,95,200.885093
-1150.114885,155,200.979282
-403.9959,77,201.017994
-1122.669065,175,201.383775
-635.472612,98,201.441118
-373.255682,88,201.493323
-499.940955,82,201.53638
-742.543023,131,201.593402
-610.195389,80,201.644254
-756.448864,165,201.960262
-822.903333,110,202.026112
-647.023971,101,202.092841
-609.624399,83,202.12605
-465.801734,89,202.42025
-827.345405,141,202.498067
-441.64954,90,202.550017
-1632.583369,197,202.647632
-1214.877108,155,202.980361
-696.855338,137,203.055457
-1116.368587,137,203.141565
-914.224391,127,203.196134
-530.226369,96,203.496368
-787.815254,140,203.572926
-555.083599,83,203.620734
-507.123895,77,203.661705
-427.395679,97,203.713228
-1629.276258,208,204.060746
-554.431258,92,204.113572
-586.453569,84,204.150381
-502.301271,75,204.198478
-581.939772,84,204.246
-505.375135,105,204.553061
-622.137047,103,204.613859
-515.009189,90,204.668183
-560.736912,79,204.709199
-466.557537,88,204.749867
-522.494619,94,205.071638
-792.494317,134,205.147382
-590.258839,75,205.191794
-786.991062,106,205.25213
-669.811645,118,205.297675
-2117.636356,251,205.678397
-792.754553,132,205.753031
-581.706911,80,205.785282
-499.815488,84,205.829329
-1488.480245,210,206.199581
-1079.545414,169,206.293377
-1034.448725,145,206.366022
-1884.44538,217,206.726928
-379.298191,89,206.776981
-2020.262444,265,207.154085
-589.515055,81,207.20265
-610.026668,84,207.260558
-1725.96209,225,207.371419
-563.112175,97,207.657916
-652.890162,103,207.702357
-614.986726,80,207.760268
-460.156039,78,207.802862
-1045.330408,155,207.881603
-462.285468,74,208.150252
-723.423226,102,208.210349
-451.810102,91,208.266083
-892.768574,114,208.321574
-694.887477,120,208.38788
-719.325364,99,208.679777
-590.426453,106,208.740314
-582.975279,106,208.80411
-586.106808,76,208.84818
-1155.859742,160,208.917795
-530.563015,79,209.21552
-662.472007,94,209.270844
-690.795546,95,209.326453
-473.14316,96,209.37285
-509.37058,102,209.419786
-587.910891,105,209.722965
-568.755903,86,209.772034
-2161.571748,256,209.91689
-525.297515,82,209.956762
-2212.991261,288,210.341635
-1262.689425,174,210.43881
-1316.833969,174,210.768413
-484.898689,82,210.818035
-626.084532,122,210.891439
-1370.239716,166,210.973946
-405.935005,77,211.008501
-783.658703,130,211.309743
-905.32191,125,211.385377
-625.930058,90,211.439642
-1040.781161,166,211.508683
-417.081297,85,211.802735
-669.149401,97,211.857921
-866.80184,130,211.934086
-762.619767,99,211.974508
-459.588165,76,212.012028
-754.624816,102,212.310515
-668.85756,93,212.358692
-505.15901,98,212.416714
-1471.141561,182,212.51043
-462.73527,90,212.788848
-960.240221,147,212.878822
-561.886885,73,212.921088
-593.505838,81,212.967498
-425.335135,83,213.009922
-507.107836,84,213.040477
-756.230388,115,213.36579
-445.819588,82,213.395902
-449.971307,74,213.45323
-609.502733,116,213.51279
-1755.651429,238,213.88053
-1240.534162,174,213.975065
-667.216156,87,214.023559
-767.843201,100,214.062941
-696.003955,112,214.35757
-814.959504,113,214.423784
-510.913869,86,214.466518
-585.27165,103,214.529211
-598.182503,78,214.564664
-527.707184,77,214.594816
-759.413103,140,214.920478
-504.608292,75,214.959527
-723.239791,132,215.027033
-685.859976,95,215.072586
-840.491118,136,215.386259
-429.778834,75,215.431273
-476.467633,75,215.476433
-2215.997582,244,215.606771
-688.80353,115,215.905699
-1569.558165,211,216.020889
-947.368264,126,216.092883
-594.835791,102,216.142071
-514.887932,96,216.432517
-783.492491,117,216.50195
-780.116281,114,216.569876
-599.341882,102,216.624305
-675.491865,95,216.670529
-831.878046,106,216.97612
-460.444904,78,217.022116
-546.536569,84,217.065701
-557.164443,82,217.111723
-994.914962,163,217.184461
-695.633189,92,217.472259
-851.615621,116,217.541891
-672.795876,103,217.60089
-811.499668,115,217.651925
-700.544513,88,217.700086
-638.961353,132,218.018116
-727.905134,92,218.069597
-375.599699,80,218.116084
-382.077209,86,218.153531
-666.804332,113,218.217275
-1340.403589,191,218.568979
-541.40178,75,218.610191
-498.460492,80,218.653865
-531.36945,118,218.702988
-1423.300146,193,219.053254
-745.527095,101,219.10629
-609.87613,80,219.15693
-430.816665,111,219.211154
-717.298219,90,219.47905
-621.365849,83,219.525946
-1247.457421,152,219.603842
-785.668758,122,219.681938
-583.729427,127,219.747187
-557.591872,92,220.056507
-407.880598,89,220.113183
-767.251986,104,220.169575
-747.120081,101,220.218449
-507.85024,110,220.274476
-1259.315841,158,220.597493
-611.906617,85,220.638394
-729.399231,136,220.72217
-493.29996,78,220.75639
-685.552919,91,220.807418
-1267.604929,174,221.114919
-467.8995,81,221.156389
-811.491301,106,221.224672
-577.305887,90,221.270629
-626.274876,122,221.573649
-587.27368,114,221.636671
-2251.406621,259,221.773803
-375.572623,83,221.819164
-599.365962,87,222.098508
-512.08397,99,222.156668
-996.128194,167,222.25428
-510.990068,92,222.298511
-645.641472,84,222.623019
-655.541702,117,222.701202
-438.755635,77,222.743223
-744.150739,125,222.820664
-915.741648,134,222.88147
-659.481312,111,223.204078
-1211.508777,179,223.319156
-509.76694,108,223.394631
-544.487856,109,223.461393
-664.771372,88,224.086307
-614.460132,96,224.152952
-500.802536,105,224.227849
-1624.872056,241,224.382915
-1623.58243,202,224.812187
-676.423958,94,224.876019
-736.886303,130,224.947236
-1523.087165,197,225.311999
-672.075263,103,225.366109
-783.187312,107,225.424872
-547.503418,108,225.482177
-1365.842782,173,225.799191
-623.723231,81,225.846205
-1197.248968,166,225.93876
-413.265419,98,225.989702
-638.686172,121,226.310815
-462.521177,73,226.355173
-437.861038,86,226.405078
-660.26476,89,226.457413
-640.408835,99,226.509317
-1555.368579,209,226.848069
-491.344629,79,226.891423
-1436.844624,223,227.017275
-690.758464,100,227.066357
-601.455865,79,227.35046
-544.15648,87,227.399516
-527.035601,77,227.439607
-626.767404,93,227.485077
-521.957853,91,227.546011
-540.937204,94,227.586066
-618.053065,74,227.861902
-571.918367,78,227.904508
-590.481345,72,227.94802
-932.977228,122,228.018384
-447.217662,81,228.055612
-564.542898,87,228.1042
-1086.852698,188,228.42919
-607.405643,102,228.488344
-1270.008799,175,228.58306
-2295.211147,283,228.981032
-747.048442,102,229.037195
-465.835272,89,229.085926
-3926.907252,356,229.513802
-1433.391035,179,229.60568
-650.767063,107,229.890413
-445.393637,85,229.936241
-608.160941,86,229.98592
-2504.818109,258,230.121366
-542.779471,73,230.151091
-1034.811854,152,230.489774
-510.049235,92,230.543833
-629.135132,93,230.598068
-502.202329,84,230.640106
-682.654383,98,230.681283
-596.600592,81,230.971251
-555.375551,72,231.01657
-909.672115,144,231.106708
-759.403738,88,231.15341
-602.211192,79,231.193078
-670.771533,87,231.524688
-382.417916,81,231.581394
-748.300494,128,231.669144
-500.615054,104,231.734488
-2707.12408,312,232.124835
-535.074514,104,232.192628
-736.67615,111,232.254131
-1284.04374,156,232.559639
-1244.536627,181,232.656361
-638.427959,100,232.727408
-746.234451,114,232.785846
-1148.751815,154,233.102278
-552.676988,83,233.148067
-519.236487,95,233.202779
-491.918847,88,233.252845
-949.06423,135,233.320573
-819.915511,135,233.627628
-700.440023,118,233.69276
-558.252313,80,233.736894
-488.486964,73,233.775597
-835.216023,102,233.824785
-666.364212,91,234.111824
-586.461245,89,234.159218
-624.04075,101,234.220136
-521.02703,95,234.276169
-615.63869,83,234.31341
-537.859822,115,234.375349
-596.622445,85,234.645104
-512.168558,76,234.698355
-608.216053,116,234.761492
-515.333811,93,234.812546
-513.064368,99,234.863374
-814.925697,126,235.16253
-829.271318,140,235.238569
-460.168051,80,235.284678
-515.275166,75,235.3263
-657.45449,84,235.368453
-366.703743,78,235.643162
-724.291401,118,235.70826
-785.7907,131,235.778469
-837.059991,110,235.830287
-554.039295,93,235.877559
-474.882275,128,236.178916
-619.414798,101,236.232988
-699.951368,106,236.296791
-680.368613,99,236.350939
-819.590556,106,236.404562
-442.743595,81,236.683312
-456.815736,83,236.728286
-1542.244702,230,236.852449
-1095.292748,161,237.172189
-436.644682,85,237.221459
-690.624107,105,237.281679
-2246.737091,294,237.649082
-775.087917,118,237.725391
-576.813887,82,237.771698
-1097.840694,148,237.850943
-2520.352138,270,238.220466
-649.788091,117,238.283274
-918.580963,144,238.366995
-758.672444,122,238.426119
-499.340192,96,238.703323
-653.452716,94,238.744101
-526.116683,104,238.812043
-743.754633,100,238.872397
-446.880308,75,238.90071
-586.281423,78,239.179749
-526.545292,76,239.219316
-515.084386,104,239.284719
-556.101232,98,239.336836
-1689.658836,190,239.434931
-2051.851397,290,239.83758
-681.995564,99,239.88746
-729.052245,94,239.928596
-598.269059,89,240.221185
-836.02452,134,240.286416
-2060.955231,240,240.417651
-917.464464,123,240.735752
-999.702825,139,240.813601
-1095.609239,203,240.923501
-541.154598,86,240.965862
-1305.231756,183,241.346273
-1490.731961,193,241.455327
-1088.09089,147,241.528219
-464.689163,86,241.805201
-694.765397,134,241.872342
-551.056131,104,241.937919
-388.161552,78,241.983283
-649.749217,94,242.032901
-773.291025,128,242.331816
-692.860932,103,242.392139
-644.005971,112,242.455942
-445.663932,101,242.506081
-455.3911,75,242.539068
-916.031107,128,242.840999
-1637.018175,197,242.969738
-900.233896,135,243.041289
-451.680045,99,243.083477
-970.456423,115,243.38247
-652.777779,98,243.450977
-702.66499,91,243.499036
-1223.900128,207,243.593595
-623.914676,88,243.879069
-458.888757,92,243.924828
-621.534324,106,243.994022
-694.503999,113,244.056743
-684.61976,93,244.097667
-671.047184,123,244.389542
-696.715821,99,244.444814
-565.509816,83,244.486308
-806.402613,117,244.553613
-588.583931,76,244.587301
-583.558251,91,244.866533
-837.790059,124,244.942233
-548.034568,79,244.976788
-588.31373,81,245.031461
-575.574697,102,245.077418
-575.229199,79,245.120597
-550.140472,96,245.417905
-881.291127,160,245.509614
-1880.514622,240,245.625911
-1251.811804,187,245.961067
-600.287514,97,246.0163
-377.066654,76,246.045882
-479.314485,90,246.102981
-665.06676,111,246.379163
-2119.25374,239,246.50655
-497.000746,75,246.549325
-1199.050798,156,246.627861
-550.900461,83,246.911531
-922.38689,132,246.991555
-650.465936,89,247.039918
-536.970818,74,247.081529
-1195.33593,152,247.388816
-637.237444,93,247.440871
-1388.062877,188,247.545225
-693.610304,99,247.599402
-858.251946,159,247.916318
-519.983056,100,247.9711
-699.635747,114,248.037935
-638.694211,110,248.099804
-739.83634,110,248.155482
-516.543926,84,248.42759
-781.078022,118,248.498492
-462.904041,74,248.533012
-562.499864,74,248.582254
-463.79946,81,248.622238
-913.868763,133,248.930812
-531.71535,94,248.98194
-669.79233,89,249.035603
-608.76852,89,249.084508
-756.647843,90,249.131087
-615.387097,83,249.173584
-780.113583,123,249.468095
-1160.863606,158,249.566273
-676.134717,101,249.629074
-531.164664,89,249.673885
-477.330407,109,249.954195
-953.461754,125,250.027818
-431.167453,75,250.073371
-1589.930142,181,250.169858
-1724.978965,227,250.522841
-625.982552,129,250.600249
-476.207146,74,250.644065
-669.232478,105,250.691641
-383.488097,84,250.738759
-781.546301,156,251.06588
-663.531942,79,251.114633
-682.121471,99,251.173136
-498.898541,91,251.217592
-455.860454,102,251.270949
-820.821655,114,251.565313
-640.359551,83,251.615178
-3047.202149,297,251.76942
-2297.332228,286,252.165907
-537.525111,98,252.224654
-1260.856355,178,252.553998
-418.933424,95,252.606072
-605.327254,105,252.670531
-929.033149,133,252.745962
-2169.309244,258,253.10547
-440.261515,76,253.147101
-461.865991,78,253.191231
-399.877955,84,253.239997
-856.373185,117,253.294151
-426.19171,84,253.575562
-655.453696,102,253.643018
-768.716029,113,253.708677
-1179.840391,151,253.79076
-2932.0358,303,254.185087
-832.85467,143,254.256982
-617.881622,83,254.304919
-996.162914,138,254.611995
-530.796628,89,254.657206
-1715.104587,200,254.770812
-938.549193,114,254.830047
-633.987334,98,255.123827
-1014.382574,144,255.207041
-557.718764,85,255.258302
-1386.04399,173,255.349917
-2058.664173,249,255.712498
-400.091616,75,255.755842
-597.668493,113,255.815859
-1299.890822,176,256.132502
-671.155054,120,256.201777
-490.260739,78,256.244548
-1061.916729,139,256.316963
-491.760901,99,256.361937
-960.688382,130,256.67059
-689.990614,99,256.72388
-876.10543,141,256.805111
-459.502333,122,256.862022
-653.090747,103,257.141403
-697.362699,105,257.194351
-829.183776,139,257.280842
-738.595189,98,257.335638
-527.247443,100,257.380665
-865.210736,130,257.691344
-463.100013,86,257.744174
-609.858994,89,257.794963
-1711.218616,233,257.915083
-559.159863,87,258.201731
-2510.745908,295,258.370696
-1029.175248,172,258.687892
-536.031513,118,258.748399
-567.498258,96,258.814579
-574.962065,76,258.849193
-1032.884243,151,258.929143
-1226.629867,158,259.280102
-832.270411,126,259.354095
-572.359611,76,259.397225
-636.725618,88,259.447411
-827.278741,120,259.731262
-502.971833,111,259.791916
-864.366152,123,259.85564
-607.929951,81,259.900859
-775.576949,117,259.957064
-365.493411,83,260.282636
-632.242572,100,260.339714
-1447.768194,175,260.436681
