#{"t_start": 1759412282.3366299, "env_id": "LunarLander-v3"}
r,l,t
-1360.703236,174,394.76678
-752.228149,143,394.837922
-500.53549,94,394.887834
-875.880833,114,394.950167
-2128.665137,226,395.32813
-804.357404,103,395.37333
-1356.163725,200,395.722949
-4285.574269,408,395.939917
-801.12664,125,396.271103
-1620.105938,212,396.381439
-550.299174,86,396.426854
-701.887053,109,396.488526
-561.736588,82,396.526146
-3155.762894,345,396.946453
-492.99369,76,396.984702
-501.961574,89,397.029257
-568.351917,117,397.339932
-1934.066333,281,397.489911
-1263.500361,197,397.827478
-439.616414,96,397.878211
-921.390802,165,397.984426
-1196.027575,155,398.061136
-1291.357637,173,398.391464
-540.405636,81,398.446883
-903.306377,127,398.513011
-549.427869,76,398.555494
-818.760176,123,398.864243
-691.386904,99,398.925488
-1264.484745,177,399.028876
-540.592564,87,399.069113
-625.582181,109,399.369876
-1366.944272,182,399.472398
-647.367575,113,399.534217
-548.969445,96,399.580935
-1954.824289,266,399.964966
-557.188266,99,400.029343
-1357.187901,188,400.130078
-1076.085252,156,400.465838
-587.587963,91,400.515868
-593.105683,80,400.568361
-452.996987,91,400.616383
-1032.125817,184,400.954633
-519.879846,117,401.016492
-430.271481,75,401.062209
-493.204407,88,401.101192
-671.705674,106,401.162751
-771.39683,115,401.467875
-607.821804,76,401.513
-475.813989,75,401.552428
-1759.069681,206,401.663039
-1584.409487,237,402.013556
-652.04629,88,402.067374
-964.484795,139,402.143761
-829.815292,126,402.197592
-460.444676,95,402.500249
-407.731943,82,402.547477
-492.555625,83,402.583049
-561.440003,110,402.652111
-808.945939,140,402.716509
-865.766671,137,403.023975
-582.590204,114,403.086816
-915.582533,132,403.156101
-623.427677,87,403.20077
-1089.169095,176,403.556787
-613.5191,82,403.604141
-716.490292,121,403.67025
-420.032741,86,403.720353
-711.41234,90,403.758334
-574.370767,78,404.035408
-709.393137,116,404.102446
-455.608668,82,404.150391
-480.798468,104,404.20569
-947.508995,140,404.273925
-949.67505,118,404.5904
-498.497622,90,404.636471
-726.199901,107,404.703818
-1134.084303,157,404.786521
-569.852226,107,405.087032
-558.545118,103,405.153403
-471.58777,95,405.205393
-544.36826,77,405.253284
-693.270819,96,405.305051
-1525.657122,189,405.635965
-813.170954,118,405.704647
-640.555017,94,405.758939
-1097.509338,176,405.855819
-818.052403,126,406.159362
-900.603514,160,406.238607
-1361.738719,201,406.35665
-475.610816,81,406.392861
-564.690658,80,406.69419
-1029.807845,164,406.787672
-725.164012,148,406.869167
-631.60066,103,406.919469
-2573.747771,281,407.339041
-1197.842323,184,407.436378
-605.892106,77,407.71064
-598.953113,91,407.763553
-881.657853,158,407.844518
-1508.930783,224,407.961704
-982.101048,146,408.286836
-517.993306,89,408.340117
-885.472063,164,408.425447
-502.126659,106,408.479388
-3357.432136,331,408.924223
-2755.835182,301,409.341086
-908.230599,122,409.410236
-563.666508,78,409.452494
-1088.663236,147,409.52549
-890.320695,119,409.844371
-1668.120182,231,409.976438
-1775.731368,201,410.080399
-1749.399291,211,410.448922
-770.797727,147,410.515391
-679.008499,94,410.577152
-518.723243,85,410.617542
-1625.069363,217,411.012939
-592.446494,77,411.055714
-611.270917,93,411.107114
-918.344629,132,411.17365
-813.022411,122,411.49697
-890.639619,146,411.577763
-598.668118,83,411.623211
-490.830888,75,411.661877
-779.326773,115,411.957472
-758.350857,109,412.017013
-584.172914,76,412.058908
-951.652197,146,412.143335
-683.26253,103,412.191035
-643.205598,111,412.488613
-625.292212,105,412.551471
-595.732533,81,412.596579
-550.909429,82,412.643707
-948.781748,144,412.71366
-890.214567,136,413.020207
-633.830739,114,413.08255
-657.36201,142,413.157191
-628.678622,90,413.19926
-1135.453752,143,413.509462
-508.529639,104,413.567711
-621.383851,99,413.61961
-741.915602,108,413.684189
-563.75422,83,413.719371
-1148.158256,174,414.04855
-811.09483,121,414.114989
-628.498975,78,414.153402
-471.526838,78,414.199216
-531.485168,81,414.232909
-567.875095,88,414.561813
-1286.781619,168,414.653975
-621.61769,76,414.682927
-706.29295,125,414.752133
-513.225516,78,414.795138
-373.106314,79,415.081305
-914.589891,135,415.163456
-2109.676533,237,415.284348
-444.82175,80,415.319656
-525.109922,82,415.670375
-506.909038,99,415.729435
-1109.094841,159,415.827696
-872.509312,121,415.889138
-826.03753,121,416.295638
-1262.170226,170,416.398307
-746.452725,105,416.458885
-1321.999688,159,416.54872
-662.427574,100,416.946847
-637.910313,108,417.010019
-572.337115,73,417.051188
-674.762038,111,417.116004
-507.026587,73,417.152004
-623.226846,100,417.512875
-1454.286859,203,417.63577
-747.151818,95,417.696011
-523.885341,90,417.741759
-482.648669,82,418.070171
-3027.08155,305,418.270181
-618.017533,80,418.311698
-695.013956,109,418.370703
-772.164535,126,418.788803
-2089.817965,249,418.931135
-941.057702,126,418.992183
-525.64859,87,419.321732
-611.512539,82,419.369335
-408.707497,87,419.422249
-668.894145,87,419.47635
-1350.710053,209,419.880949
-688.086495,92,419.933948
-664.396295,99,419.99279
-1502.513621,196,420.098699
-637.729011,80,420.141299
-601.252796,81,420.52442
-805.773469,111,420.585882
-1234.027727,187,420.690942
-474.668759,89,420.735263
-962.990617,143,421.063683
-1165.202274,175,421.158561
-1418.341432,213,421.268896
-771.383949,113,421.584322
-674.705529,104,421.644462
-676.021224,94,421.695584
-621.560091,77,421.73692
-583.644069,72,421.770299
-470.230231,94,421.815706
-523.528145,77,422.120738
-1081.262173,169,422.215754
-802.11861,111,422.276656
-520.659589,86,422.313048
-620.8089,85,422.657881
-824.624615,106,422.713953
-1635.370603,222,422.845799
-612.310327,77,422.881061
-4740.123373,419,423.364905
-405.148692,84,423.413448
-673.917414,123,423.743237
-596.786993,79,423.781789
-561.194162,98,423.836942
-582.748416,102,423.896509
-723.032673,114,423.955683
-906.289135,139,424.280051
-715.663838,102,424.337321
-929.074104,138,424.416172
-2845.366345,288,424.82475
-540.863173,77,424.865485
-594.785331,82,424.906811
-480.245226,79,424.950909
-791.787683,124,425.015651
-755.351255,118,425.310548
-1300.101209,213,425.432184
-930.493966,144,425.509157
-430.376584,86,425.556462
-463.968802,85,425.851551
-448.335925,84,425.894413
-2059.8003,231,426.019081
-561.974133,93,426.067274
-824.482512,115,426.390325
-1791.68254,232,426.517755
-743.519763,98,426.569932
-633.923195,79,426.610884
-565.05604,88,426.918326
-596.98392,79,426.960843
-468.665941,79,427.005629
-1281.302934,169,427.096232
-650.534699,87,427.135775
-656.402243,89,427.557407
-893.169698,148,427.677963
-3281.245683,319,427.877419
-460.862797,94,428.269975
-710.341822,117,428.339474
-747.600315,113,428.404109
-868.366028,155,428.484588
-1283.227738,185,428.840043
-1308.29956,178,428.940061
-1461.154423,196,429.040463
-1037.255581,159,429.472691
-794.930437,127,429.547546
-727.016491,122,429.60804
-552.904611,86,429.649125
-898.065989,125,429.977241
-1339.665079,220,430.106595
-1272.575986,168,430.18971
-2618.120032,280,430.595828
-655.977801,85,430.643255
-1249.312525,173,430.732527
-595.914297,82,431.036599
-1082.128141,191,431.140924
-1797.829442,209,431.250478
-487.619362,71,431.536266
-1315.04613,158,431.625577
-662.22892,106,431.6774
-708.119042,101,431.737328
-1264.658689,207,432.113759
-636.624015,83,432.16108
-540.970651,84,432.21191
-1603.790674,214,432.319719
-609.587413,81,432.748015
-387.434849,77,432.804103
-782.797316,129,432.879692
-893.493932,153,432.961154
-503.292434,78,432.999549
-730.628861,107,433.34953
-544.628561,76,433.407573
-483.773383,99,433.466592
-508.951262,75,433.511378
-1629.039802,226,433.910322
-447.969055,83,433.955126
-3829.004995,355,434.146307
-641.638934,89,434.446517
-514.827724,119,434.51523
-919.035655,129,434.591036
-2360.678596,260,434.973572
-1865.525269,221,435.100588
-811.540585,105,435.15739
-807.394466,101,435.20748
-508.06339,87,435.53376
-693.266515,85,435.581126
-491.471003,88,435.631908
-638.679029,106,435.69093
-1827.501523,227,436.070802
-642.163513,105,436.126724
-458.103643,86,436.175277
-444.04354,87,436.225673
-660.503646,86,436.268298
-943.376685,172,436.60889
-597.514559,81,436.654224
-470.594937,78,436.690874
-677.025571,102,436.750028
-660.497297,89,436.79108
-486.195491,75,436.82087
-445.435969,82,437.150101
-639.985253,87,437.195301
-546.776244,96,437.243026
-1068.298618,176,437.337834
-777.646098,131,437.659728
-887.12826,138,437.737022
-1674.79844,227,437.852009
-825.255044,125,438.194249
-2088.525397,238,438.323405
-697.586179,98,438.373932
-842.796611,109,438.421612
-741.799369,94,438.721652
-698.679,104,438.792108
-1580.353655,210,438.908274
-525.35186,80,438.941458
-545.753945,75,439.241127
-544.45437,74,439.285419
-1638.86698,220,439.405743
-804.435454,128,439.473694
-610.132932,91,439.78815
-2244.968324,266,439.940755
-463.178239,85,439.992737
-637.058791,83,440.028543
-522.698132,97,440.330641
-522.916636,97,440.391664
-804.36012,148,440.470507
-660.623523,98,440.522521
-757.801809,123,440.576001
-487.720494,76,440.894242
-479.234217,74,440.942513
-442.707305,80,440.984237
-595.401407,72,441.032207
-615.853333,76,441.073624
-477.439018,79,441.110431
-846.549378,159,441.473969
-1673.163926,238,441.60733
-887.046975,128,441.665893
-628.946256,78,441.960484
-2208.127981,243,442.092501
-1067.72162,165,442.176541
-610.292379,83,442.214215
-505.141599,108,442.532972
-802.770548,111,442.592294
-497.183902,95,442.649897
-630.335596,94,442.694187
-429.292107,93,442.7444
-891.488646,144,443.09025
-654.324079,87,443.134602
-894.247791,155,443.211872
-950.064829,121,443.276909
-447.299031,83,443.564498
-1247.057994,168,443.664403
-464.881888,79,443.709162
-668.619183,88,443.75019
-592.419803,90,443.796955
-2184.332232,249,444.211524
-469.34932,82,444.259622
-1054.725027,141,444.333293
-439.230746,85,444.612276
-899.256602,180,444.71679
-1101.290176,194,444.814065
-488.122253,80,444.861952
-648.341073,83,445.164973
-496.050289,84,445.221206
-944.191759,132,445.298377
-514.459995,100,445.350662
-525.871352,88,445.393518
-1199.170804,181,445.738162
-829.919717,155,445.819335
-988.718659,126,445.886874
-651.066153,96,445.93527
-744.450178,115,446.263951
-962.094659,129,446.340239
-886.557655,118,446.399916
-602.394948,91,446.445391
-633.439646,123,446.798672
-921.480497,136,446.872535
-631.772165,88,446.919868
-837.56645,109,446.979317
-809.958299,115,447.032331
-1175.103832,189,447.397882
-798.125737,106,447.451693
-602.593852,89,447.499737
-1102.972382,141,447.566923
-997.333506,139,447.906217
-1579.154816,198,448.021365
-530.017983,78,448.054832
-766.394162,111,448.387199
-1195.489254,166,448.476679
-648.588549,87,448.523925
-561.091474,113,448.5872
-778.534074,121,448.64209
-1033.563644,146,448.985561
-511.630552,77,449.03552
-491.588987,101,449.090049
-915.771148,143,449.168442
-772.195787,97,449.473971
-604.284452,116,449.541517
-671.68328,123,449.614895
-756.233956,99,449.669915
-435.727782,83,449.703416
-510.394422,76,450.006
-788.041339,126,450.073908
-649.530244,90,450.124959
-715.648849,148,450.218107
-689.951478,108,450.271295
-562.986611,113,450.608406
-1470.415383,201,450.708666
-1085.119827,145,450.791827
-690.19927,92,451.106344
-553.054535,81,451.142451
-648.119491,101,451.204006
-405.972659,99,451.255252
-957.471823,142,451.325798
-610.21332,81,451.62434
-789.648801,103,451.676885
-601.146189,76,451.726321
-452.009971,95,451.78285
-600.884178,110,451.828583
-590.740938,98,451.877813
-523.576144,80,452.183107
-697.794932,96,452.234073
-429.7402,77,452.280293
-467.123386,76,452.311795
-886.070191,134,452.383229
-2349.76443,258,452.799258
-426.848338,74,452.841256
-556.194005,77,452.87942
-1043.716151,167,452.962868
-1338.575235,192,453.3391
-665.140838,140,453.413166
-563.907323,77,453.459012
-1141.17853,158,453.794583
-687.663443,88,453.845604
-932.235723,124,453.911805
-724.081054,133,453.980544
-1264.729962,168,454.333384
-678.442943,93,454.378723
-1534.898871,179,454.485893
-1380.862666,214,454.846424
-1316.570704,164,454.931973
-509.557684,72,454.965653
-597.541925,85,455.013207
-960.061573,155,455.095282
-520.982214,78,455.378415
-990.945546,140,455.457766
-718.040905,98,455.507963
-795.851539,114,455.562187
-805.914339,156,455.898967
-1819.2133,210,456.015099
-1319.89598,178,456.108847
-720.863561,111,456.415384
-748.257437,141,456.49681
-724.27848,131,456.566967
-435.688066,93,456.615806
-796.67649,107,456.928493
-824.581976,152,457.006491
-888.471579,120,457.069255
-712.787349,109,457.138138
-603.45864,90,457.183079
-581.605412,75,457.487253
-638.615503,104,457.541559
-913.528789,127,457.607068
-735.456136,93,457.661646
-938.080886,141,457.981901
-636.453665,95,458.036422
-596.424061,95,458.088554
-479.882831,72,458.12907
-622.575763,83,458.176286
-885.054535,139,458.244849
-821.526491,136,458.58879
-624.825192,83,458.635792
-755.728162,134,458.703663
-440.835151,91,458.75228
-551.941631,73,458.79034
-560.146571,104,459.119924
-880.756954,113,459.181532
-1180.843918,194,459.288912
-490.035344,78,459.328583
-663.88712,129,459.671795
-568.730743,132,459.744812
-638.207562,87,459.793833
-588.621007,81,459.835635
-828.813266,125,459.896633
-775.752815,123,460.238578
-694.048797,111,460.302996
-1013.198516,168,460.392822
-512.326234,79,460.433011
-434.342093,77,460.760416
-559.877624,96,460.81894
-462.598904,80,460.866889
-604.662122,75,460.90939
-521.965794,72,460.946212
-814.963419,105,460.999939
-663.362939,89,461.310867
-704.134487,141,461.388987
-1215.898646,171,461.4795
-450.173981,79,461.517431
-2507.460725,261,461.92124
-813.539264,107,461.982749
-596.666423,87,462.031198
-1702.432697,209,462.398093
-672.970705,95,462.449628
-856.805729,165,462.537941
-473.595758,74,462.575069
-998.965826,163,462.929207
-579.614416,114,462.996722
-635.329515,85,463.046228
-586.986054,92,463.10027
-601.074175,91,463.143713
-880.765918,123,463.485327
-2256.159138,246,463.617214
-597.910611,81,463.662218
-1196.274834,188,464.115942
-871.78145,141,464.189226
-995.416777,154,464.271736
-534.778417,75,464.308357
-523.300308,97,464.616363
-540.37695,119,464.680944
-482.233349,78,464.726732
-3479.291119,367,465.175477
-2217.392195,283,465.333529
-506.471313,76,465.374176
-652.229607,102,465.702509
-545.5074,99,465.757546
-611.172163,73,465.796809
-508.064717,109,465.860377
-2157.487825,239,466.249112
-642.193302,97,466.30527
-1421.79704,212,466.416285
-522.031842,103,466.468357
-702.132818,149,466.808214
-2996.398567,286,466.970438
-692.897432,97,467.018285
-991.319221,142,467.362395
-531.780977,78,467.406537
-645.983706,93,467.455321
-2312.032208,249,467.580073
-428.627231,80,467.89288
-979.338505,152,467.97772
-642.153808,78,468.025182
-991.060972,152,468.100705
-617.792157,72,468.406068
-611.52435,107,468.462574
-698.375729,80,468.507087
-647.693826,127,468.576809
-1903.262579,227,469.003734
-487.705699,87,469.051241
-1122.342215,140,469.132288
-2488.850297,256,469.530874
-362.122587,74,469.570349
-1230.225161,209,469.687993
-663.227087,95,469.737137
-3402.62465,317,470.173336
-648.735002,105,470.227847
-485.025379,83,470.27085
-597.355481,99,470.320589
-1000.508616,130,470.656236
-754.617438,105,470.717745
-618.588449,95,470.767279
-1373.086568,181,470.860494
-1735.47837,232,471.253284
-664.928364,88,471.310711
-623.647161,94,471.368413
-702.87072,93,471.412984
-840.987716,128,471.743872
-641.18928,97,471.795869
-626.805235,84,471.844597
-3542.185407,325,472.282006
-1893.317169,220,472.403107
-993.482868,138,472.475697
-622.087293,110,472.801854
-1292.963321,173,472.898388
-1995.719119,281,473.045618
-566.075373,110,473.375975
-775.23535,138,473.456141
-450.249056,80,473.504668
-612.06826,75,473.545045
-485.076227,87,473.587047
-2069.177048,266,474.000849
-4497.473881,408,474.478752
-479.318005,77,474.523361
-702.047192,90,474.570385
-566.766491,90,474.618468
-592.909804,84,474.657601
-484.071501,74,474.958277
-557.487098,79,475.004771
-569.795558,76,475.046187
-547.987441,82,475.088267
-1827.47501,256,475.511392
-661.7422,95,475.56124
-584.651655,92,475.614958
-775.594155,116,475.679477
-837.7643,135,475.745368
-467.004329,80,476.058557
-850.665103,111,476.119391
-1672.42532,220,476.243377
-593.111076,72,476.28073
-1883.447366,220,476.660791
-514.099008,89,476.708879
-596.046648,112,476.76912
-865.743287,141,476.840441
-1028.663475,168,477.20236
-825.976184,108,477.264055
-777.363729,122,477.336565
-1521.724262,190,477.693826
-899.646928,153,477.779814
-980.090517,134,477.856522
-867.974479,115,477.914867
-1365.256704,179,478.280846
-758.550412,127,478.346662
-1154.408524,188,478.446347
-576.665831,75,478.483939
-728.638597,137,478.842389
-473.656503,96,478.897241
-482.768818,93,478.949066
-478.756846,93,478.999327
-2832.566985,327,479.454577
-629.743526,86,479.506492
-597.848061,76,479.551048
-725.128525,115,479.609051
-524.608008,76,479.911897
-894.354818,144,479.987565
-1285.038304,190,480.091704
-484.703591,71,480.128766
-1395.477136,174,480.487364
-505.167075,112,480.553221
-562.054549,87,480.603782
-554.628434,89,480.65074
-1607.00511,217,481.036005
-434.879547,78,481.080379
-435.213618,72,481.122764
-460.676051,81,481.165279
-720.861396,119,481.226812
-473.623795,77,481.546057
-1822.627768,236,481.676669
-886.177201,112,481.737122
-485.810545,92,481.782121
-524.995598,88,482.101324
-660.135156,145,482.1805
-1078.20602,154,482.266892
-3070.31203,350,482.715978
-585.524118,109,482.774484
-790.204385,129,482.842678
-915.41552,131,483.190722
-587.169992,93,483.246238
-703.414323,93,483.297177
-2181.747722,226,483.413062
-689.979377,134,483.745643
-599.842058,85,483.794189
-467.470317,81,483.835697
-684.24229,146,483.913089
-2112.93154,250,484.330224
-750.655536,134,484.40087
-658.214503,106,484.462519
-504.078912,78,484.500058
-870.849817,129,484.846838
-449.702426,97,484.898709
-657.652035,116,484.964544
-913.066101,116,485.026186
-581.776775,73,485.062742
-555.499035,100,485.384279
-695.54515,159,485.475892
-841.620466,121,485.54491
-777.617441,122,485.603166
-421.482371,73,485.908553
-3240.703763,307,486.085056
-778.880535,106,486.137637
-574.349331,120,486.468947
-844.390562,111,486.531348
-515.643727,102,486.58933
-536.062205,79,486.631276
-594.491968,122,486.692786
-505.807955,100,487.002924
-1142.868628,171,487.09112
-1007.910776,143,487.171775
-4798.328445,393,487.648009
-1547.793372,189,487.75031
-712.455421,116,488.084305
-595.188081,86,488.133687
-502.406235,73,488.174687
-542.538788,88,488.22766
-1152.675366,153,488.30472
-681.548668,101,488.615016
-537.422034,86,488.663526
-860.244954,100,488.720323
-547.909104,76,488.761948
-648.016528,92,488.813556
-887.245157,125,488.873862
-405.51291,77,489.175356
-560.449558,115,489.237866
-613.320825,84,489.282308
-779.129253,116,489.344169
-582.98192,72,489.378687
-1175.68273,153,489.723011
-605.814451,85,489.773509
-775.681414,125,489.838011
-695.713051,93,489.889199
-506.897742,76,489.92744
-793.779401,136,490.259658
-4362.694425,401,490.464935
-576.057985,71,490.770108
-949.188429,135,490.841645
-609.708044,78,490.880736
-440.20103,73,490.921272
-2094.214679,245,491.332412
-1769.751805,213,491.446723
-785.184445,108,491.500417
-709.249087,135,491.839855
-1716.705702,231,491.969541
-907.238002,136,492.035926
-505.789324,82,492.084775
-809.674901,114,492.415431
-1211.149304,165,492.503736
-1248.255292,165,492.587317
-531.760833,102,492.637403
-1755.0272,206,493.0316
-448.519809,81,493.073015
-484.761461,97,493.121522
-606.86188,80,493.167137
-1922.507849,230,493.586915
-474.709354,89,493.636983
-405.592843,76,493.673208
-549.792827,77,493.722723
-1851.635591,214,494.122886
-678.575306,96,494.176279
-561.780116,84,494.222873
-880.745561,120,494.28994
-693.900402,101,494.337398
-682.900987,92,494.657404
-486.736445,80,494.704505
-581.341004,91,494.758504
-625.740071,99,494.80933
-567.286191,99,494.859186
-524.628054,93,495.172519
-629.069402,99,495.226779
-824.545453,133,495.298105
-508.126071,80,495.355608
-548.663033,99,495.410383
-1887.61669,236,495.79535
-608.023878,115,495.859116
-679.333492,115,495.918919
-617.871303,81,495.959635
-446.006351,78,496.261206
-505.473976,76,496.309559
-495.836558,81,496.35766
-477.741095,89,496.40416
-761.743631,114,496.459949
-1647.672959,198,496.827297
-618.616605,96,496.88097
-1183.71479,147,496.960685
-683.549533,114,497.021266
-776.439792,133,497.361606
-1074.864265,157,497.445997
-503.88933,74,497.489712
-455.411943,90,497.533772
-366.517767,76,497.572064
-517.351176,72,497.866565
-617.851627,88,497.914744
-798.407851,110,497.985305
-808.902972,126,498.056159
-634.390072,77,498.093786
-619.695236,83,498.394225
-2855.916159,313,498.565926
-1302.942,207,498.936067
-967.969358,167,499.0342
-773.232435,137,499.099264
-537.275862,123,499.16414
-1393.351043,181,499.517962
-423.399971,87,499.566655
-594.904817,88,499.61824
-1009.698601,148,499.691994
-559.227388,79,499.733115
-729.813057,146,500.067634
-576.484101,83,500.115465
-533.863037,75,500.149633
-505.603894,111,500.213858
-3093.159409,341,500.666303
-8403.732013,582,501.283504
-570.120137,98,501.332061
-805.990391,110,501.642593
-667.687841,88,501.68243
-502.703463,77,501.736925
-458.359759,111,501.787332
-2581.59411,300,502.23261
-771.28434,138,502.30927
-664.754971,103,502.370431
-492.661813,83,502.415213
-561.233627,85,502.450593
-1690.813362,193,502.819262
-634.903228,85,502.869321
-500.056855,88,502.920816
-858.631715,111,502.967656
-849.820264,153,503.328514
-458.752447,77,503.370214
-775.202552,114,503.437046
-1084.658644,136,503.502045
-462.391255,78,503.545915
-794.374219,101,503.870873
-1619.823944,219,503.99538
-757.131223,102,504.050749
-642.272765,129,504.372915
-720.391438,94,504.421845
-752.133144,123,504.488182
-735.479444,101,504.55993
-576.940473,77,504.603013
-506.719593,92,504.644733
-518.760142,76,504.958528
-594.841352,78,505.008044
-499.857691,86,505.056231
-591.055097,106,505.121006
-518.723695,115,505.175527
-768.148544,104,505.491191
-385.161618,76,505.52322
-1092.450466,152,505.613376
-735.504375,113,505.671994
-513.36413,95,505.727063
-353.34192,76,506.031208
-848.714453,155,506.124757
-478.114004,93,506.174351
-707.134569,124,506.242797
-589.678954,72,506.274858
-617.38558,84,506.577071
-844.583022,110,506.639815
-471.499654,105,506.701721
-739.078466,110,506.7608
-500.947823,99,506.807145
-535.527599,77,507.118499
-659.473797,91,507.170031
-1629.078081,220,507.291645
-612.575552,84,507.32891
-1569.451315,222,507.716861
-452.133993,76,507.758287
-1252.682078,203,507.858639
-462.785003,74,507.892094
-670.685255,96,508.229204
-514.241173,76,508.261412
-965.934022,142,508.347509
-486.328096,81,508.392857
-743.535488,99,508.431826
-1885.577012,219,508.826561
-580.346029,78,508.874481
-520.670963,89,508.914838
-864.407745,142,508.980419
-403.279654,78,509.297704
-632.670646,80,509.348362
-689.861403,95,509.399601
-560.335045,106,509.450211
-606.056971,110,509.513162
-1121.749512,158,509.863374
-774.384119,120,509.931702
-915.645146,126,509.99914
-1781.934922,244,510.379208
-385.566466,78,510.417469
-643.266801,104,510.46679
-494.596359,81,510.516908
-825.689982,119,510.566712
-2248.073208,271,510.984362
-558.219452,79,511.033813
-641.050507,75,511.065359
-517.943011,88,511.115703
-524.654343,76,511.432457
-822.017186,128,511.501467
-901.716008,115,511.568898
-604.445629,82,511.617733
-379.63437,77,511.652555
-1195.948198,156,512.004962
-3366.427167,334,512.183636
-868.535886,132,512.519803
-709.661409,126,512.595481
-540.294931,79,512.634293
-1319.164925,174,512.722929
-768.907137,133,513.053885
-1601.035099,181,513.164431
-738.023969,102,513.220318
-991.153137,126,513.283674
-698.734803,134,513.608425
-582.025146,102,513.672122
-520.852554,88,513.719904
-870.610755,112,513.769214
-947.888422,132,513.836645
-734.188552,94,514.156601
-924.706661,122,514.223375
-516.06017,88,514.283059
-578.526851,107,514.337587
-838.087075,119,514.661404
-2711.379003,297,514.823284
-3375.955582,313,515.267924
-504.652192,77,515.307331
-1099.276417,152,515.394976
-706.053884,102,515.441962
-608.090769,82,515.758646
-564.821556,82,515.80736
-442.395066,94,515.855934
-733.313791,119,515.906302
-669.016461,117,515.971057
