#{"t_start": 1759397050.241813, "env_id": "LunarLander-v3"}
r,l,t
-7.891488,197,402.396652
198.203837,473,402.643823
2.895065,200,402.743082
217.416756,307,402.89394
-10.285943,167,402.975123
-17.447407,173,403.06047
280.901165,388,403.253877
5.174718,286,404.435219
177.095429,341,404.618253
156.294235,490,404.865799
199.136458,369,405.048357
223.602927,276,405.184885
-179.512198,237,405.302067
203.253798,329,406.578536
201.727575,380,406.788929
207.040321,424,406.999332
187.518873,382,407.187722
-92.715031,426,407.396029
226.796233,297,407.542312
215.291872,350,408.838884
203.018768,467,409.070427
201.838984,305,409.222941
-2.053332,240,409.339154
211.228343,415,409.548457
212.161216,469,410.859186
226.005674,300,411.025452
238.075649,281,411.16761
238.611359,281,411.304511
210.733112,372,411.491183
206.161858,337,411.65712
-33.133742,362,412.878779
210.513417,268,413.033265
231.280168,306,413.185539
-85.162205,307,413.337005
212.405792,340,413.502517
180.342736,430,413.714165
-5.884041,314,413.867841
235.615183,299,415.044018
257.16932,415,415.254339
204.524563,321,415.414475
223.387817,364,415.593354
209.057784,442,415.811517
225.950593,289,417.014578
245.323674,296,417.180768
-41.84299,364,417.362524
123.193073,727,417.725786
-81.684146,611,419.070664
233.353393,417,419.315465
229.8063,309,419.47034
-49.653426,269,419.600647
221.125943,366,419.782779
198.254705,346,419.951539
163.86038,455,421.20861
267.280454,364,421.407191
131.298789,550,421.684026
-2.835809,196,421.780797
228.55967,299,421.927068
256.427687,321,422.088636
189.437529,609,423.453112
-28.984627,246,423.577581
205.014036,297,423.72619
238.445562,319,423.884367
208.48791,288,424.026635
179.712687,468,425.322814
200.579128,405,425.555882
237.174146,481,425.797002
232.576852,338,425.962139
160.605895,391,426.163231
-53.0583,221,426.271049
-41.560178,286,427.463865
248.593487,392,427.686124
189.015565,428,427.900937
212.236829,244,428.0244
249.458908,285,428.166554
193.154808,441,428.385958
218.715711,288,429.615246
242.760122,420,429.841357
262.393731,324,430.000949
216.415893,351,430.172529
-33.507831,284,430.321037
226.200089,310,430.471235
245.437193,354,431.691015
196.431021,332,431.88133
173.418809,930,432.343187
-15.08089,257,432.473136
239.305343,317,432.62328
12.588268,263,433.814034
234.217285,384,434.024173
-52.864591,297,434.172532
-24.298198,199,434.273699
209.73285,378,434.458548
129.287726,462,434.696972
198.120382,339,435.93114
-33.866238,288,436.091259
251.105588,323,436.251284
219.264614,298,436.39743
217.622339,350,436.571295
127.374376,575,436.858994
-1.235523,189,437.997507
194.334378,442,438.232842
-41.950237,270,438.371449
241.522648,317,438.526355
208.758091,270,438.661349
237.142182,289,438.804098
214.321126,322,438.966597
262.649674,265,440.186519
262.915198,469,440.43097
201.600056,457,440.656631
217.350023,287,440.798213
-29.635922,292,440.941312
222.37766,287,442.161591
-38.849899,299,442.326349
150.896659,348,442.511646
249.653491,321,442.670178
203.837055,304,442.818778
-70.263455,386,443.011348
240.703198,305,443.161633
222.32843,242,444.337168
269.450783,510,444.611292
262.833277,282,444.743521
242.419273,440,444.969587
211.096403,366,445.151393
135.794196,804,446.606314
215.855472,381,446.795447
-55.144316,268,446.92811
216.667442,283,447.064205
210.299943,297,447.215114
232.83265,306,448.443016
250.25619,318,448.624732
234.892294,270,448.761377
244.537379,282,448.901884
-16.736751,200,449.001513
196.245351,403,449.200249
270.551528,426,449.421568
247.304566,296,450.621561
240.737208,312,450.784672
-31.313309,236,450.905217
-34.657508,317,451.068513
263.562441,411,451.271701
226.936666,278,451.40681
252.639188,275,451.547862
276.263983,376,452.811598
233.390435,398,453.017198
2.251219,242,453.138135
-155.027387,413,453.341915
199.445307,335,453.503417
213.293558,473,454.822849
205.093009,330,455.003065
264.641122,558,455.287008
170.058282,779,455.728016
193.923855,261,457.316738
265.243162,250,457.464628
175.100747,413,457.678055
-321.023783,219,457.787052
209.766809,289,457.932026
198.203951,367,458.113986
230.874492,272,458.252118
219.971412,304,459.513154
-289.626983,308,459.683949
246.380295,390,459.881945
170.801281,387,460.077596
210.596186,292,460.221786
9.675402,212,460.328842
173.68446,448,461.646049
18.199314,195,461.756859
267.508099,290,461.913362
249.043466,369,462.097265
251.804165,399,462.299829
-161.477017,412,462.502081
245.264757,323,462.664886
-36.823811,298,464.106249
221.400664,411,464.317474
3.452136,230,464.424603
214.11813,325,464.588422
256.16889,270,464.724108
202.290483,519,466.036437
262.646111,269,466.19568
237.16143,270,466.339189
-22.485503,183,466.42926
-26.022681,306,466.580606
223.591427,362,466.755991
214.771223,291,466.902085
237.522424,340,467.071179
250.847938,269,468.261995
222.827555,375,468.456986
287.214437,420,468.661975
-17.619569,202,468.763744
304.247693,388,468.95194
175.802378,484,470.252351
195.37572,542,470.546534
135.968858,747,470.9237
-10.712371,142,470.994299
205.898327,532,471.257143
229.685615,332,472.462907
255.014513,278,472.607309
211.1842,382,472.796944
269.75239,296,472.946491
235.298931,291,473.092245
239.702312,290,473.235722
-71.118608,456,474.55225
243.06323,277,474.697278
256.806155,336,474.862313
-105.748518,546,475.127605
233.519484,278,475.270719
-320.466091,285,475.408683
-40.796919,311,476.612522
199.960535,454,476.84366
284.962863,477,477.086888
231.172035,369,477.269132
234.378141,406,477.472718
237.342216,274,478.626515
-131.222714,379,478.827118
138.120938,604,479.127754
97.269143,871,479.562513
129.488037,747,481.024791
254.602843,276,481.159768
235.743621,448,481.382373
-56.626612,345,481.552477
204.024382,348,482.778029
166.958119,561,483.082311
176.795405,386,483.272594
13.9032,193,483.372592
265.345148,323,483.533811
214.326442,421,483.742424
147.422998,679,485.186248
187.399998,306,485.342403
259.888521,436,485.562941
96.238257,716,486.98742
255.01453,518,487.273651
23.006873,237,487.385772
159.279943,390,487.605493
163.829122,614,487.912762
-24.454496,221,488.02261
-54.191239,464,489.317515
220.117451,286,489.462743
258.3589,298,489.61272
212.801753,315,489.764335
-164.23175,705,490.11779
238.340323,420,491.413557
284.748634,317,491.575603
220.528452,311,491.728487
213.37067,332,491.894583
-36.178867,184,491.987294
-19.421239,1000,493.562777
230.236018,337,493.729115
241.256613,440,493.952664
200.424153,329,494.116634
175.255649,550,495.447902
187.870835,493,495.719726
146.850804,665,496.049683
191.823725,289,496.192764
141.114184,523,497.51983
190.771186,397,497.742739
-235.838053,372,497.932865
205.57596,474,498.166232
219.272807,315,498.323066
211.049068,306,498.474776
226.906375,344,499.723068
-34.221325,240,499.854158
221.110686,377,500.042955
187.124415,438,500.25984
244.029238,307,500.412783
260.28651,393,500.607523
234.242186,302,501.852848
233.409445,289,502.013069
224.731671,402,502.212849
227.414154,281,502.352922
272.474651,274,502.488139
234.841825,294,502.633121
165.444346,651,504.033087
211.493214,295,504.182244
250.105319,459,504.415144
226.600182,273,504.548552
264.343427,269,504.678876
-203.99373,431,505.953291
178.387428,503,506.231197
287.640458,334,506.39828
166.264041,364,506.578083
232.283907,282,506.718369
220.362228,408,506.919653
222.609915,485,508.223101
252.085408,315,508.38469
205.010131,346,508.554018
276.211357,318,508.713045
225.975541,417,508.920349
243.23009,373,510.160883
270.466947,382,510.375204
245.456038,289,510.518015
240.88808,363,510.698462
240.582565,403,510.895262
-182.784949,339,511.063463
265.453086,279,512.247182
239.541091,347,512.44001
247.411792,280,512.57811
246.417232,301,512.725106
261.083334,257,512.853492
258.630614,272,512.988118
242.566817,345,513.157791
243.328613,286,514.360118
238.549204,261,514.510199
165.412615,463,514.738404
222.518141,285,514.88527
224.691405,307,515.033285
269.06557,327,515.197319
248.072562,287,515.338145
219.871776,496,516.684895
253.437384,318,516.847492
226.176161,361,517.030396
224.909675,291,517.173454
264.088108,261,517.304066
